,job_description,job_location,job_title,sponsored
212,"We are looking for two Jr. Data Scientists to help manage image and raw data resources. This position will be responsible for ensuring that our data resources are stored securely, and managed effectively. Experience or interest with machine learning and computer vision is an asset. We are looking for a curious and tech-savvy data scientist who is passionate about IoT devices and is ready to work for a dynamic start-up. This position can be based in Fredericton, NB or St. Catherines, Ontario.Primary Goals:Enhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerCreating automated anomaly detection systems and constant tracking of its performanceRequirements:Experience with common data science toolkits, such as Python, R, Weka, NumPy, MatLab, etc.Some understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.Good applied statistics skills, such as distributions, statistical testing, regression, etc.Good scripting and programming skills.You have strong documentation and writing skill.About SomaDetect:SomaDetect is the world’s premier machine-learning and artificial-intelligence company in dairy. SomaDetect works with farmers to provide them with the information they want and need, to produce the best possible milk. We are a young and dynamic startup company that is opening a new office in Buffalo, NY. Our core product is an in-line sensor that measures every critical indicator of dairy quality (fat, protein, somatic cell counts, progesterone, and antibiotics) from every cow at every milking. It uses no consumables (no chemicals, no cartridges, no lost milk), is extremely quick (think seconds, not minutes), and accurate. We use a revolutionary sensor technology combined with cutting-edge computer vision and machine learning techniques to maximize the information obtained from each drop of milk. This helps dairy farmers to close the information gap, reduce the spread of disease, and optimize their farming activities. SomaDetect means better data for farmers, better milk for consumers and better lives for cows.Job Type: Full-time","Buffalo, NY 14203",Jr. Data Scientist,False
213,"Overview and Responsibilities
In this role, the ideal candidate will join an exciting new department at Viacom (Content Innovation Analytics) that touches all of the hottest topics in the TV research industry today… big data, data visualization, predictive content/show analytics, total cross-platform consumption and forecasting, and most importantly, translation of data into new products, visuals, tools, and insights.

As a Jr. Data Scientist, you will be part of our Data Science team where you will analyze data from different sources, apply advance analytics, statistical techniques and machine learning to generate deeper knowledge of the TV viewing audience.

Our team is looking for an experienced, hands-on Jr. Data Scientist with a passion for heterogeneous data (particularly survey data); out-of-the-box thinking; problem solving; experience in big data, statistics and machine learning, and an interest in the TV content landscape. The Jr. Data Scientist will work with a tight data and product team consisting of TV experts who will define the business cases, data scientists who will model the data for continuous insights and solutions, and full stack engineers who will focus on visualization.
Basic Qualifications
2+ years of hands-on experience in large-scale analysis of various data types, statistics and machine learning
BA/BS or MS degree in Computer Science, Information systems, Mathematics, Statistics or other related quantitative field (or equivalent practical experience)
Expertise in Python, R and SQL
Experience in databases (eg. Redshift, PostgreSQL, Redis) is preferred.
Additional Qualifications
Understand all types of data sets (e.g., survey data, transactional data, other syndicated consumer data, social data)
Creative thought leader and problem solver who thrives in a ‘think tank-ish’ entrepreneurial environment
Strong team player and contributor, leader, manager, mentor, and positive catalyst
Effective verbal and written communication skills to be able to work successfully with key stakeholders, communicate with upper management, and drive enthusiasm and adoption of new products
Ability to multi-task, work under deadlines, work independently, within a very dynamic, fast-paced, and forward thinking environment
Experience in working with, and passionate about: data science, big data, survey data, social data, cloud environments, data platform architecture, BI, data visualization, data automation
Experience in a media/entertainment or marketing/advertising industry environment or on behalf of media/entertainment or marketing/advertising industry clients is a plus

#LI-JB1","New York, NY",Associate Data Scientist,False
214,"$116,000 - $147,000 a year (Indeed Est.) Thomas is looking for a Data Scientist to help build a world-class data team that will support and guide Thomas’ business strategy and operations. The right candidate will be a problem solver who is obsessive about all things data, and is enthusiastic about working with cutting-edge techniques, technologies and applications.

The Thomas Data Analytics team uses data-driven insights to fuel strategic growth for clients. You will apply your knowledge and skills in driving insights across our product platforms to come up with data powered solutions for our clients. We believe that our data should be put to work to bring the best ideas and stories to our clients!

You’ll solve complex marketing and business challenges – from cross-channel media and customer experience optimization, targeting and business strategy – by accessing, integrating, manipulating, mining, modeling a wide array of data sources.

This is an opportunity to work with a newly assembled team of data analysts, engineers and architects to establish best practices and processes as we transition to a data-focused organization, and will involve working with petabyte-scale data across a diverse set of data platforms. A key goal in the near future is creation of a data lake across our industry platforms to facilitate deeper analysis and bring sophisticated data tools and methods to bear in order to more effectively anticipate industry trends and events.
Requirements:
Technical

Bachelor’s or Master’s Degree preferably in Computer Science, Information Systems, Statistical Analysis or Economics
Familiarity with statistical analysis/modeling, data science and/or data design and development of actionable advanced analytical solutions that provide insights to decision makers
Hands-on experience mining data for decision focused insights
Ability to design complex systems and translate user requirements into business solutions
Background in predictive modeling and machine learning
2 years of experience with open source machine learning or statistical analysis tools
Experienced in at least one programming language (Java, Python, Scala, R)
Guru level experience with query tools and languages including SQL
Experience with NoSQL databases and related tools
Experience with Amazon AWS big data and machine learning technologies a plus (RedShift, Sagemaker, Comprehend etc.)
Non-technical

Strong communication skills – oral and written
Ability to guide and lead a data analytics team of 5 – collaborate with both technical and non-technical colleagues in product management and executive leadership groups
Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate
Sharing knowledge, debating techniques, and conducting research to advance collective knowledge and skills of our practices
Demonstrated self-starter who thrives in a fast paced environment","New York, NY 10001 (Chelsea area)",Data Scientist,False
215,"SteelHouse technology pushes the limits of application development taking advantage of the latest open source software with a strong emphasis on building flexible technology to put the control in our users' hands.

Our systems currently track over 8 billion events every month. The Data Scientist will play a part in building data pipelines, predictive models, and machine learning systems that help us improve the performance of our products. The Data Scientist will be a key player in developing the required data pipelines and machine learning capabilities of the company.

You will:

Assist in building a scalable machine learning pipeline
Assist in designing and building robust data processing pipelines
Build high volume services that are reliable at scale
Collaborate with and explain complex technical issues to Product and Project Leads
Optimize and enhance existing products

You have:

1-2 years of Python experience in a data science environment
Experience building machine learning pipelines
Knowledge of machine learning algorithms and their applicability to specific use cases
Familiar with primary component analysis and feature extraction
Comfortable in a Linux/UNIX environment

You are:

Honest
Hungry
Humble
Happy

Nice to haves:

Knowledge of neural networks, including TensorFlow
Experience with H2O
Familiarity with Java and high performance SQL

About SteelHouse:
SteelHouse provides advertising software for direct marketers, agencies, and brands of all sizes. The SteelHouse Advertising Suite provides marketers with everything they need to launch retargeting and prospecting campaigns through display, mobile, and social. The SteelHouse Creative Suite lets anyone create beautiful ads using the content around them. Our solutions give advertisers total transparency and complete control over their campaigns – all with the fastest go-live in the industry.

SteelHouse Wins: built in Los Angeles Top 100 Digital Companies in LA, Hermes Creative Award Winner, Telly Award Bronze Award Winner, AVA Digital Award Platinum Winner, EMA Innovator Award Winner, LA Business Journal's Top Places to Work in LA.

Did We Mention the Gig Comes with a Few Perks?


Collaborative work environment with friendly people
Beautiful office with an open floor plan and huge windows
Transparency-we share very detailed financial info at company meetings
Investment portfolio- Acorns contribution from SteelHouse
Competitive compensation
100% healthcare coverage
Open-ended vacation policy with an annual vacation stipend!
401k plan
Flexible Spending Account (FSA) for dependent, medical and dental care
Weekly food deliveries, food trucks and outdoor BBQ
Gated dog run located outside - in our LA location

","Culver City, CA 90232",Data Scientist,False
216,"Plaid’s data science team is building technologies that improve how millions of users understand and grow their financial lives. We're looking for data scientists with experience applying state-of-the-art machine learning and data science techniques toward any area, including natural language processing, security, anomaly detection, optimization, and time series forecasting. We value not only technological know-how, but also creativity, user empathy, and teamwork.

At Plaid, you will have access to unparalleled collections of transactions, accounts, and financial data. You will be empowered by this data and by our team to build products generating compelling insights and recommendations for our users.
What excites you
Utilizing features of billions of transactions to help borrowers access capital for personal and small-business loans and mortgages
Modeling the nuanced language of financial statements to extract useful information from their unstructured data (see https://blog.plaid.com/making-sense-of-messy-data/)
Exploring new ways we can better equip users and clients with insights about spending, saving, and investing
Championing a data-first approach toward decision-making across the entire organization
What excites us:
At least 2 years of production data science experience
Preferably (but not required) a graduate degree in machine learning, computational statistics, or similar fields
Strong collaborative mindset and experience working with external clients to translate their needs into effective engineering solutions
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","San Francisco, CA",Data Scientist,False
217,"About The Opportunity
Got a taste for something new?

We’re Grubhub, the nation’s leading online and mobile food ordering company. Since 2004 we’ve been connecting hungry diners to the local restaurants they love. We’re moving eating forward with no signs of slowing down.

With more than 85,000 restaurants and over 15.6 million diners across 1,600 U.S. cities and London, we’re delivering like never before. Incredible tech is our bread and butter, but amazing people are our secret ingredient. Rigorously analytical and customer-obsessed, our employees develop the fresh ideas and brilliant programs that keep our brands going and growing.

Long story short, keeping our people happy, challenged and well-fed is priority one. Interested? Let’s talk. We’re eager to show you what we bring to the table.

Grubhub is looking for an innately curious, business-minded, results-oriented Data Scientist with a focus on predictive modelling. In this highly visible role, you will build and deploy models predicting various aspect of the business’ logistics. You will also perform analysis to inform on the business.
Specific responsibilities include, but are not limited to, data analysis, problem solving, development of predictive models, deployment and maintenance of those models.
Some Challenges You’ll Tackle
Understand the business! Work directly with stakeholders to address their needs.
Build models, from selecting features to optimizing.
Be a stakeholder for our models! Help guide and prioritize development of predictive models to enhance our capabilities.
Question our assumptions! Find new and better ways to do what we’re doing.
Produce novel analysis giving insights into the business
Relentlessly analyze and improve the performance of our business.
You Should Have
2-5 years of experience applying descriptive statistics, machine learning, building predictive models and visualization to solve real-world problems
MSc or PhD in in statistics, mathematics, computer science or another quantitative field
Comfort communicating analytical findings to people of diverse backgrounds using statistical libraries and visualization tools in Python
Excellent programming skills in Python
Data querying capabilities using SQL
Ability to explain technical concepts in simple terms to business stakeholders

Got These? Even Better
Experience deploying regression, GLM, tree-based and Bayesian models with Python in a production environment
Experience with distributed data and computing tools like Spark, Hive and Presto
Experience using cloud infrastructure like AWS
A knack for analyzing and improving processes using data
And Of Course, Perks!
Unlimited paid vacation days. Choose how your time is spent.
Never go hungry! We provide weekly GrubHub/Seamless credit.
Regular in-office social events, including happy hours, wine tastings, karaoke, bingo with prizes and more.
Company-Wide Initiatives encouraging innovation, continuous learning and cross-department connections.

We deliver favorites every day. Join us as we move eating forward.
Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. Grubhub is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and your contact information.",Remote,Data Scientist II (Forecasting & Scheduling),False
218,"$110,000 - $150,000 a yearFull-time position ($110-150k base plus benefits) with our client (around 35 employees) located near Gramercy Park that recently received $11million in a new round of funding.A qualified candidate has paid experience developing predictive models to solve real world business problems.Their cloud based software solution is used during a firm's hiring process. An applicant completes an online assessment and the tool analyzes the applicant's answers and recommends if they should still be considered in the hiring process.Their model uses thousands of data points in a correlation regression analysis to predict the likelihood that a candidate will turnover in a given role in a given location. The assessment tool has been used in hundreds of firms with a reduction in turnover of around 35% the first year.This is an exciting opportunity if you are interested in predictive analytics, Big Data, data science and machine learning.Reporting to the VP Data Science, you will work on improving the effectiveness of the models in use.Job Type: Full-timeSalary: $110,000.00 to $150,000.00 /year","New York, NY",Data Scientist,False
219,"Company Overview
RSi is a leading provider of retail data science based analytics and a big data management platform which helps top retailers and CGP companies manage their supply chain and marketing initiatives to drive sales results. Using machine learning, streaming analytics and predictive models, we are the go-to cloud based; peta-scale SaaS data management platform in the retail space. Join our team as a Data Scientist and join a global innovative technology leader headquartered in Silicon Valley.
Job Summary
The Data Scientist will drive and participate in the design and implementation of algorithms working with the retail and supply chain data. This needs knowledge of statistical modeling, data mining, and machine learning concepts, and includes understanding business requirements, conducting advanced data analysis, designing algorithms, providing algorithm specifications and also the corresponding tweaking/tuning guidelines.
The Data Scientist is responsible for helping on defining and performing advanced analyses against large and varying data sets related to retail sales and operations in support of various Retail Solutions’ customer driven solution creation. The objective of these analyses will be to answer important business questions and should result in input parameters and/or new algorithms to be leveraged in highly-sophisticated analytic applications. This individual will work closely with a team of product manager, R&D, and software engineers to provide the solution.
RSi is growing rapidly, and the work atmosphere is team-oriented and knowledge-intensive: motivated professionals are highly appreciated.
Responsibilities and Duties
Analyze the various data sets, based on the business goal, find the characteristics of the data and create proper advanced models for them.
Develop and implement algorithms to solve business problems.
Tweaking/tuning the model for better accuracy, performance, etc.
Qualifications and Skills
Master Degree or higher in Statistics with courses completed on the Machine Learning, Statistics, Prediction algorithms and/or related areas.
2+ years of Working experiences on industrial analytical areas especially big data analytics (Statistical Modeling, Machine Learning and Predictive Analysis).
Knowledge and experiences in the supply chain area is very preferred.
Having knowledge on the Statistics, Predictive Analysis and Modeling, Machine Learning and/or related areas, and having projected completed on those areas.
Familiar with R programming, can use R to create analysis programs using linear regression, pattern recognition, machine learning methods.
Having basic SQL knowledge and skills, can write SQL queries for retrieving the data from the data repository DB.
Having data visualization and representation skills.
Experience developing data-driven analytical models of various operations / policies.
Fluent oral and written communication skills in English.
A team-worker, willing to work with colleagues.
ABOUT RETAIL SOLUTIONS, INC.:
Retail Solutions, Inc. (""RSi"") develops and delivers a comprehensive suite of award-winning software-as-a-service (SaaS) solutions that turn Retailer “downstream data”, such as point-of-sale (POS), supply chain, merchandiser feedback and category data, into actionable visibility into the store and onto the shelf for their suppliers.
RSi, the largest and fastest-growing company in the Retail Execution Management field, has more experience with processing customer-specific retailer data than any other company. Retailers and consumer product goods (CPG) companies trust Retail Solutions to grow sales, reduce out-of-stocks, improve promotion execution and effectiveness, maximize retail operation productivity and foster collaborative relationships in the retail industry to improve product availability for the end-consumer.
RSi serves more than 500 CPG Companies, including 23 of the top 25 global consumer goods companies, and processes data from more than 175 leading retailers in the Americas and Europe.
Retail Solutions, Inc. is headquartered in Mountain View, CA and has offices in Providence, RI, Bentonville, AR, Minneapolis, MN, Chicago, IL, Brentford, UK, Paris, France, Munich, Germany, Pune, India, and Shanghai, China. RSi is an equal opportunity employer.","Mountain View, CA 94043",Data Scientist (Machine Learning),False
220,"ContractJob Requirements and Qualifications· Minimum 10- 15 years experience with an analytic solutions or consulting company,· Proven track record in driving new product development from concept to final delivery· Strong capability of developing new algorithms and/or modifying existing algorithms to solve challenging business problems with significant business impact.· Demonstrated ability to manage multiple simultaneous projects of significant complexity; adjust to changes in priorities easily, moving from one type of task to another effectively at short notice.· Experience analyzing large data set in order to draw conclusions about data integrity, accuracy, and general relationships.· Verified ability to work both collaboratively and independentlyRequired Python skills:Hands on experience using Standard libraries like abc, threading, pickle, sqlite3, queue, multiprocessing, socket, pdb, timeit, etc. Worked on advanced features of the languages, including decorators, metaclasses, reflection and has ability to make good choices about when to use these features in small doses Knowledge of the C-Python Interpreter and 3rd party packages such as Jupyter Client,Jupyter Core, Ipykernel, Ipywidgets and Dill Working experience of wrapping C Libraries in Python CodeNice to have:Working knowledge of Python scientific packages, Pandas, Numpy, Scipy, Matplotlib and SimpyRequired Spark skills: Understanding of the spark architecture in a cluster environment Experience writing custom algorithms to do whatever, e.g. count number of times a regex is found, small scale simulation etc.We are looking for extensive hands-on development experience and will be able to provide industry best practices and directional guidance for the team that is venturing into this spaceExperience : Min 10 - 15 years IT Experience.RUSH YOUR RESUME IN WORD FORMATJob Types: Full-time, ContractExperience:Spark: 4 years (Preferred)Data Scientist: 3 years (Preferred)Python: 4 years (Preferred)Analytics: 10 years (Preferred)Location:Santa Clara, CA (Preferred)","Santa Clara, CA",Data Scientist,False
221,"Slync is a supply chain automation platform to help connect global supply chains through cloud, AI, and Blockchain. Our easy to use applications and versatile platform empower all stakeholders in global trade. Currently, we are partnering with leading freight forwarders and supply chain companies in the industry to solve multi-billion dollar logistics problems. Simply put, Slync is redefining the expectations of global supply chain software.

At Slync, we pride ourselves on being a family. We're looking for motivated and exceptional people to continue building our great team. If you are excited as we are in solving real-world problems and engineering the future of supply chain technologies, shoot us a message!

Job Summary
-----------

As a Data Scientist at Slync, you will be solving key supply chain and logistics problems using AI / machine learning solutions. You'll collaborate closely with key stakeholders in product, engineering, sales / marketing and our customers to deliver solutions to the market. The ideal candidate will be self motivated, have deep technical skills, and is comfortable working in an evolving data infrastructure.

Responsibilities
----------------


Develop production level models for predictions and insights
Able to create / test hypothesis from data based on business needs
Develop machine learning / AI based algorithms and refine based on remodeling. Discover new features based on business needs or curiosity
Able to manipulate data and improve data pipelines
Work closely with product & go to market teams to unlock AI potential in customers

Qualifications
--------------


5+ years work experience, 2+ years of work experience applying scientific methods to solve-real-world problems
Degree computer science, applied statistics, economics, etc
Ability to write structured and efficient SQL queries on large data sets
A proven track record of using analysis to impact key business or product decisions
Familiar with data pipelines and knowledge of how to transform raw production and external data into user-friendly tables
Fluent with data science libraries such as Python or R
Comfortable with Amazon Web Services, Apache Spark, Tensorflow, etc
Ability to organize and clearly communicate insights to stakeholders

Benefits
--------

Slync.io is excited to offer a full-time role with comprehensive medical, dental, and vision insurance. We offer pre-tax flexible spending accounts for both health and transportation.

Our Awards and Mentions
-----------------------

Slync was named ""Best in Show"" at Transparency '18, a blockchain conference for logistics. Slync is a proud member of the 2018 cohort of the SAP.io foundry in San Francisco. Check us out in the news! https://slync.io/news","San Francisco, CA",Data Scientist,False
222,"Data Scientist


Bluestem Brands, Inc. is the parent company to 13 dynamic, eCommerce retail brands. We have one mission: to build a dynamic retail enterprise that wins with direct-to-consumer excellence and entrepreneurial-minded employees focused on serving our customers’ unique needs. Our leadership is responsive and supportive, empowering those smart and passionate employees who drive our success. We are continually innovating and improving: we take risks, learn from mistakes and celebrate success as a team.

You work hard, and you deserve more than just a paycheck. Bluestem works to do what’s right for employees. From the big things (great benefits, employee discounts and incentive plans) to small touches (jeans-every-day dress code), this is the place you’ll want to be. And we don’t just talk about work-life balance, we try to live it. Join the Bluestem Brands team to make an impact, be inspired and be valued, every day.

We are seeking an Data Scientist for Bluestem Brands to be located at our office in El Segundo, CA.

If you are interested in using your experience leveraging cutting-edge data science to inform smarter, faster decision making, this is your chance to get in on the ground floor and help Bluestem Group as a member of the Zenalytics Data Science and Machine Learning Lab. The Lab Team is tasked with leveraging the enormous amount of data we have available to us, to help answer some of the toughest questions in customer acquisition, marketing attribution, merchandising, recommendation engines, search optimization, pricing, credit adjudication and recoverability. The answers are in the data, it’s up to us to mine through the noise and find the true signal to gain insights and drive the business forward.

What You'll Do:

Develop machine learning models for predictive purposes.
Validate models for roll-out and analyze the performance of existing models.
Assess the usefulness of new data sources, transformations, and modeling techniques.
Perform high quality, data driven statistical inference.
Mine large datasets in multiple databases to draw patterns and inferences to build models and arm leaders with information that will help make business decisions.
Create machine learning algorithms that drive innovation and add significant value at the enterprise level.


What You'll Need:

Advanced degree (MS or PhD) in data science, information science, machine learning, statistics, computer science, data mining, applied mathematics, physics, engineering, econometrics or other technology/quantitative/hard science program.
Must have 2+ years of data science experience
Exemplary programming skills in one or more of the following: Python, R, Spark, Scala, SQL, Matlab, or other analytical/mathematical/statistical programming environment.
Commitment to creating reproducible and well-documented code.
Hands on experience with information retrieval from high dimensional data, dimensionality reduction and feature extraction.
eCommerce merchandising specific domain knowledge and/or experience in one or more of the following areas: search engine optimization, recommendation engines/recommender systems, pricing optimization, mixed marketing modeling and attribution, artificial intelligence for fashion.
Deep knowledge of supervised and unsupervised model building techniques, especially machine learning methodologies, such as: collaborative filtering, deep learning, neural networks, extreme gradient boosting (XG Boost), support vector machines (SVM), gradient boosted models (GBM), multivariate adaptive regression splines (MARS), random forest, elastic nets, lasso, and ridge.
Extensive experience in general data science techniques, such as: natural language processing (NLP), cross validation, bootstrapped resampling, bagging, boosting and ensemble techniques with both homogeneous and heterogeneous base learning algorithms.
Ability to translate business goals to modeling approaches/methodologies and the ability to convey model results in a clear and convincing fashion to business leaders.
Experience with Unix/Linux, is a plus.
Experience with cloud computing, is a plus.
Experience with distributed computing, is a plus.
Experience with click stream data, is a plus.


Job Grade: D1
Required Skills

Required Experience","El Segundo, CA",Data Scientist,False
223,"Slack is looking for experienced analysts to join our Analytics team and help drive the understanding, growth, and success of Slack. We have several roles open across different levels of seniority. You should have deep technical skills and be comfortable working in an evolving data infrastructure to help us make data-informed decisions. You will be scrappy, independent, and excited about having a big impact in a growing team.

You will partner closely with Sales, Marketing, and Product to provide visibility into our data, craft narratives, find insights, and provide recommendations. Analytics works closely with a group of cross-functional teams, such as Data Engineering & IT, to transform massive amounts of data into data products and insights that allow the rest of the company to make better decisions, faster.

Responsibilities:

Use data to inform and influence the direction of team roadmaps and inform business decisions
Work with partner teams to define goals and identify metrics for improving existing features and new releases
Deepen our understanding of patterns/trends in user behavior, design experiments, and uncover new opportunities
Build dashboards and reports to drive awareness and understanding of metrics and experiment results
Work closely with Data Engineering and IT to author and develop core data sets that empower operational and exploratory analyses
Requirements:

3-8+ years of professional industry experience doing quantitative analysis
A proven track record of using analysis to impact key business or product decisions
The ability to clearly and effectively communicate the results of complex analyses
Experience writing production datasets in SQL/Hive OR building internal/production data tools for ETL, experimentation, or exploration in a scripting language (Python, R, etc.)
A solid grasp of basic statistical applications and methods (experimentation, probabilities, regression)
Experience in software engineering, data engineering, consulting, or academic research a plus

Slack is the collaboration hub of choice for companies of all sizes, all across the world. By using Slack, they ensure that the right people are always in the loop, that key information is always at their fingertips, and new team members can get up to speed easily. With Slack, teams are better connected.
Launched in February 2014, Slack is the fastest growing business application ever and is used by thousands of teams and millions of users every day. We currently have nine offices worldwide, in San Francisco, Vancouver, Dublin, Melbourne, New York, London, Tokyo, Toronto and Denver.
Ensuring a diverse and inclusive workplace where we learn from each other is core to Slack's values. We welcome people of different backgrounds, experiences, abilities and perspectives. We are an equal opportunity employer and a pleasant and supportive place to work.
Come do the best work of your life here at Slack.","New York, NY","Data Scientist, Analytics",False
224,"Temporary, InternshipCompany Overview
Mitchell International, Inc. is a leading provider of information and workflow solutions to the Property & Casualty Claims Industry and their supply chain partners. We solve interesting and complex problems that directly affect the customers our clients serve. We are constantly adapting to stay on the forefront of emerging technologies and we work diligently to maintain our position as a thought leader within our industry.
Job Description
Department Description:
At Mitchell, we are building next generation suite of smart product solutions using Computer Vision, Advanced Analytics and Artificial Intelligence [Deep Learning]. We are looking for engineers and technologists to help build the next-generation of systems, tools and features for Mitchell’s cutting-edge products and platforms that support millions of transactions. This team is the focal point in our work bringing the latest in search and discovery ideas to production at large scale.

Internship Description:
As a Machine Learning Data Scientist Intern, you will have the opportunity to solve challenging problems or build predictive models across a broad range of Mitchell products. You will apply machine learning techniques to improve Mitchell's algorithms, workflows and core products to become more predictive. You will partner with engineers to implement your ideas in production and analysts to evaluate and validate your improvements.

You will have opportunity to work on several challenging Machine Learning problems, including
How to build models at scale using vast amounts of structured and unstructured heterogeneous types of data.
Ensuring high accuracy based on industry’s stringent requirements around precision or recall and with minimum Type I and Type II errors.
Generating predictions for millions of rows of data with high response time
Dealing with high data diversity (vast amounts of data will need to be classified and will have multi labelled outcomes)
Dealing with very high dimensionality (expect to work on large matrix computations, variable transformation & feature engineering and selection using PCA and other novel ML techniques)
Dealing with noisy data (build models robust enough for unclassified and/or mislabeled data)
Qualifications
Pursing a MS in Mathematics, Computer Science, Data Science or related degree
GPA of 3.0 or higher
Graduating in December of 2019 or June of 2020
Good Understanding of machine learning theory, Artificial Intelligence [Deep Learning] and algorithms, such as CNNs, k-NN, Naive Bayes, SVM, Decision Forests, Ensembles, Decisions Trees
Good coding skills and knowledge around using scientific, distributed programming and scripting languages like R, Python, Pyspark and/or Java.
Good foundation in statistics and machine learning algorithms
Familiarity of modern statistical learning methods & machine learning Frameworks like H2O, Spark & Hadoop
Knowledge on how to build prototypes and be able to understand the existing code base.
A principled approach to solving algorithmic problems with a focus on what will make users happy
A pragmatic approach to rapidly evaluating new algorithmic ideas
A very high attention to detail and ability to thoroughly think through problems
Excellent written and oral communication skills on both technical and non-technical topicsAbility to commit 40 hours per week for 10-12 weeks during the 2018 summer.

Mitchell International, an equal opportunity employer, values the diversity of our workforce and the knowledge of our people. Mitchell will not discriminate against an applicant or employee on the basis of race, color, religion, national origin, ancestry, sex/gender, age, physical or mental disability, military or veteran status, genetic information, sexual orientation, gender identity, gender expression, marital status, or any other characteristic protected by applicable federal, state or local law.

Learn more about our Summer Intern Program: www.mitchell.com/internships","San Diego, CA",Machine Learning / Data Scientist Internship - Summer 2019 -...,False
225,"POSITION SUMMARY

We are looking for a passionate, detail-oriented Jr. Data Scientist to join our Data Science team. The successful candidate be responsible for identifying and developing solutions to turn data into actionable business recommendations. You will need to exhibit a strong combination of analytical prowess, technical aptitude and business judgment. You will be expected to focus on results, be a self-starter and demonstrate success in using analytics to drive the understanding, progression and excellence in product and operations.

As a Jr. Data Scientist, you will be the analytical partner for our Media and Product teams. You will work closely with Campaign Strategists, Developers and Product Managers to transform subjective discussions about product into concise analytic questions that deliver actionable answers. You will support the design, development, and execution of marketing campaign analysis and game design including managing data and processes, modeling, and analysis to measure effectiveness and improve performance.

You will shape the way product performance is measured, defining what questions should be asked, and scaling analytics methods and tools to support our growing business, leading the way for high quality, high velocity decisions for the business.

RESPONSIBILITIES


Evangelize data knowledge and insights: manage communications with your stakeholders and other teams, collaborate with both technical and non-technical colleagues to complete data projects and ensure all parties can use the insights to further improve.
Prioritize and execute in the face of ambiguity: work with stakeholders and mentors to distill the problem, adapt your tools to answer complicated questions, and identify the trade-offs between speed and quality of different approaches.
The Jr. Data Scientist sifts through all incoming data with the goal of discovering previously hidden insights, which, in turn, can provide a competitive advantage or address a pressing business problem.
Participates in technical designs of the wrapped product, which will run the model.
Work on data modeling, metric development, data prototyping, and insight generation using statistical techniques.
Must have the ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets.
Create efficiencies through automation or enhancement of existing processes.
Defines the data analytics research plan, scope and resources required to meet the objectives of his/her area of ownership (segments of the project/engagement).
Constructs data models (algorithms and formulas) for required business needs and predictions.
Communicate findings, actionable recommendations, and data limitations to stakeholders to facilitate data-driven decisions.
Verifies that the correct data population is being processed.
Ensures that that the output of the model is used correctly and that business objectives are being targeted.

EXPERIENCE & QUALIFICATIONS


3+ years of experience as an analyst, data scientist, or related quantitative role.
3+ years of relevant quantitative and qualitative research and analytics experience. Solid knowledge of statistical techniques.
Bachelor's Degree in Statistics, Math, Engineering, Computer Science, Economics or a related technical field. Master's Degree preferred.
Advanced PostgresSQL.
Strong programming skills (Python preferred.) Experience with Pandas, Numpy, scikit-learn, etc preferred
Experience with more advanced modeling techniques (eg ML.)
Distinctive problem solving and analysis skills and impeccable business judgement.
Experience working with imperfect data sets that, at times, will require improvements to process, definition and collection.
Strong communication skills and desire to work in cross-functional groups
Solution-oriented, self-starter with a solid ability to work in a team environment
Ability to effectively prioritize and execute tasks on time in a fast-changing environment; comfortable with ambiguity.
A passion for gaming and/or the mobile app space.

BENEFITS & COMPENSATION

AdAction celebrates individuality and we value each other's hard work by celebrating with exciting activities, lavish happy hours, complimentary meals, and seasonal sports. We offer a flexible work schedule, including generous PTO, and a benefits package including health, dental, vision insurance and up to 6% 401(k) matching. Starting salary to be commensurate with qualifications and experience.","Denver, CO",Jr. Data Scientist,False
