text,title
"ClimaCell [http://www.climacell.co/] is transforming meteorology by developing novel techniques for gathering and assimilating weather data into real-time analysis systems. In addition to working with traditional data sources and modeling outputs, we’re building our own approach for integrating new measurements from proprietary data sources into weather monitoring systems, as well as developing new forecast products using all of these data.

As an Atmospheric Data Scientist, you will conduct independent research and development of applications for weather forecasting, real-time weather analysis, data engineering, and data quality control systems. You will employ traditional physical and statistical methods for developing these applications, and explore new approaches including machine / deep learning, taking your ideas from experimentation/prototype all the way to production. Most of your work will be spent building those prototypes and demos,but you’ll also help productionize your work in a cloud environment. A successful candidate will be able to identify a spectrum of solutions for a given problem, building on established successes in the field - but with a keen eye on where ClimaCell can innovate with new approaches.

What it takes


Strong background leveraging the PyData stack (pandas, scikit-learn, xarray, dask, numba, etc) to build analysis tools and data processing pipelines for geo-spatial data such as NWP/GCM outputs, re-analysis, or other geoscientific datasets
Experience in applying statistics to solve problems in the atmospheric sciences, such as processing forecast model output / observations from sources like NOAA or ECMWF, executing model emulation, or assessing uncertainty and predictability
Experience working with ensemble model output from NOAA, ECMWF, etc
Expertise in processing and analyzing tera-scale collections of weather model or climate model output

Education and Experience


At least a BS in Meteorology, Atmospheric Science, or similar is required; an MS in a related field is a strong plus
At least one year conducting research or development in weather, oceanography, or climate in an academic or business setting

Bonus points


Prior work with machine learning or deep learning to study geo-scientific data and develop novel forecasting or analysis applications.
PhD in atmospheric sciences, climate science, mathematics, or physics
Can share an existing portfolio of work, either on GitHub or a personal website
Familiarity computing on the cloud
Proficient in writing code to visualize, analyze, and assess weather forecasts and data.
Experience with open-source software development

",Atmospheric Data Scientist / Meteorologist
"$100,000 - $125,000 a yearHirestarter's client is a technology energy based start-up focused on building a scalable Energy Analytics, Segmentation and Engagement Platform. Great opportunity to join a company that is disrupting retail energy space.Looking for a Jr. Data Scientist/programmer who thrives in a challenging environment. This position will work closely with data science team to help support all facets of the data supply chain involving consumption and analytics.Responsibilities Selecting features, building and optimizing classifiers using machine learning techniquesPerform predictive analysis i.e. forecasting, disaggregation, customer churn etcEnhancing data collection procedures to include information that is relevant for energy analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerCreating automated analytics systems and constant tracking of its performanceRequirements BS/MS degree in Engineering, with data science specialist discipline ( ideally)At least 1-3 years of data analytics experience in a distributed computing environmentExcellent understanding of machine learning techniques and algorithms, such as:Neural NetworkRandom ForestGradient BoostingLinear and Logistic RegressionSVM,Data VisualizationStatistical ModelingMachine LearningDesign of ExperimentsExperience with common data science toolkits, such as R, Python, SQLExperience with data visualization tools, such as Tableau, Power Bi, etc.Good applied statistics skills, such as distributions, statistical testing, regression, etc.Job Type: Full-timeSalary: $100,000.00 to $125,000.00 /yearExperience:machine learning techniques and algorithms: 1 year (Required)",Jr. Data Scientist ( Energy technology company)
"$80 - $90 an hourContractLocation: San Francisco, CAJob Description -we’re looking for a Personalization Technical Architect for a Fortune 100 client. You’ll be leading theeffort to design a personalization engine to power capabilities that serve marketing to clients acrossmany different channels including CMS, Marketing Automation, CRM or even a Chatbot . You'll enablethese different capabilities and channels, by evaluating how they serve target clients and segments andbackward engineering what the engine needs to gather to drive personalization decisions for thesechannels. Defining the strategic data analytics architecture by understanding the enterprise analyticsvision and translating it into actionable strategies that deliver low latency, highly scalable, cloud baseddigital analytics and personalization capabilitiesRoles & Responsibilities: Must be able to understand and use conceptual frameworks to help organize organizationalapproaches to personalization Understand the analytics related to Segmentation analysis and how it factored to personalizationexperience Understanding of A/B testing and how to measure metrics for success Hands-on experience with one of the analytics platform IS A MUST. Demonstrate corecapabilities with either Prediction.io, H2O, R or Phyton ML Hands-on experience with data ingestion through realtime or batch framework Understand data cleansing algorithm and how to remove outliers and treat missing data Develop architectural standards, workflows and interface specification documents thatcomplement the architectural vision while enforcing best practices. Provides guidance, leadership and expertise to define solution architecture and strategies acrossvarious departments throughout the enterprise. Work closely with various departments across the enterprise in maintaining architecturalstandards and in implementing business rules the will support the overall data strategy.Job Types: Full-time, ContractSalary: $80.00 to $90.00 /hourExperience:Data Scientist: 10 years (Preferred)",Data Scientist
"Discover patterns and solve strategic business problems using both structured and unstructured data sets across many environments
Develop predictive models and optimization models that drive better outcomes for customers, patients and SOC operations
The first project will focus on predicting demand (volume) and matching up with optimized supply (physician resource). Understand levers to the physician supply requirements and provide capacity planning to optimize supply and demand equation while supporting excellent patient care
Collaborate with business owners, gather requirement, determine the best fitting method of analysis, translate and articulate analytical results, make recommendations with common sense approach to a non-technical business audience including executive management, internal staffs and external customers
Train and mentor team members as needed
The individual must possess the following knowledge, skills and abilities to be able to perform the essential functions of the job, with or without reasonable accommodation.

REQUIRED QUALIFICATIONS:
Strong practical knowledge and experience of analytical techniques and methodologies such as machine learning/supervised and unsupervised techniques, segmentation, mix and time series modeling, stochastic modeling, response modeling, lift modeling, experimental design, neural networks, data mining, Bayesian inference, text analytics and optimization techniques
Desired skills include programming in multiple languages (i.e. SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization.
Ability to demonstrate professionalism, reliability, resourcefulness, flexibility, and attention to detail, and to maintain strict privacy of confidential data
Successful track record of thriving in a fast paced, flexible, and dynamic environment
Ability to manage multiple, concurrent projects of varying size and scope and core team activities in a fast paced environment. Ability to set reasonable timeline to meet objectives and prioritize conflicting deadlines
Energetic and enthusiastic self-starter comfortable taking the initiative to develop new levels of analytics
Ability to build consensus, collaborate and motivate others
Ability to work independently and collaboratively
A Bachelor’s degree in Statistics
1+ years of full-time work experience in data science, advanced analytics, machine learning and predictive analytics
Experience driving large analytic projects, research and programs to completion",Data Scientist​
"Job Description
Position Overview/Description:

Data Scientist positions discover and curate new and existing data sources to create solutions for the business. These key positions help bring data to life to solve business problems. At times, the problem is identified by a business unit, frequently wishing to optimize cost, revenue, or improve quality, and at times problems are formulated by the Data Scientists. Solutions are then envisioned that harness internal and external data and through visualizations, predictive analytics, and at time prescriptive methods, provide the ability for users to answer their key questions.

Responsibilities:
Team supports all enterprise units including Business Units and Skill Teams
Designing visual interface for users to interact with the data; Building visualizations
Problem formulation and design of solution
Harvesting of data from multiple systems globally
Collaborating with Analytics and IT teams to transforming the data for use in modeling and visualizations
Identify relationships in data to assist in providing insights
Evaluation of data accuracy, completeness, timeliness and stability to establish repeatable, sustainable processes to maintain
Working with business on change management, including new process implementations

Job Requirements
Basic Qualifications:
Bachelor’s degree
1+ years of experience with one or more of the following tools: Data Gathering skills/tools (e.g. SQL, Hadoop, Teradata, SAS, Business Objects, etc.) OR Visualization skills/tools (e.g. QlikView, Tableau, WebFocus, etc.)

Preferred Qualifications:
Master’s degree with a strong background in data science
Strong collaboration and communications skills
Strong problem formulation and problem solving skills
Experience communicating findings to make data analysis actionable and understandable by business partners
Ability to take complex problems and break them down to create an implement an action plan
Strong understanding of analysis and computational complexity and ability to programmatically solve problems
Strong capabilities at designing visual interface for data interaction

The distance between imagination and … creation. It can be measured in years of innovation, or in moments of brilliance. When you join the Ford team discover all the benefits, rewards and development opportunities you’d expect from a diverse global leader. You’ll become part of a team that is already leading the way, with ingenious solutions and attainable products – and it is always to go further.

Candidates for this position must be legally authorized to work in the United States. Verification of employment eligibility will be required at time of hire. Visa Sponsorship is not available for this position.

Ford Motor Company is an equal opportunity employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status.",Data Scientist
"Would you like to have a part in discovering next year’s big book, movie or television show? AUTHORS Inc. is looking for an exceptional data scientist to work closely with our product team to develop and implement algorithms that impact the decision-making processes for the entertainment industries.
This is a unique opportunity to join a dynamic group of creative and passionate individuals destined to change the face of the entertainment industry. We are a lean startup team combining the disciplines of data science and media expertise in the tech-savvy community of Austin, Texas.

You will be responsible for building, measuring and optimizing the quality of AUTHORS’ algorithms. We are focused on high-impact projects utilizing big data analytics and machine learning to improve content discovery, evaluation and predictive outcomes. The team works in quick iterations, using the techniques and algorithms best suited for solving the challenging problems of publishing and other creative industries.

If you enjoy peering into the future and shaping its outcome, then you’re just who we’re looking for. (Preference given to Austin-based candidates)

DUTIES:
Provide insight into leading analytic practices, design and lead iterative learning and development cycles, and ultimately produce new and creative analytic solutions that will become part of our core deliverables
Work with cross-functional team members to identify and prioritize actionable, high-impact insights across a variety of core business areas

EDUCATION/EXPERIENCE/LICENSURE:
Bachelor’s Degree in operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline. Master’s Degree preferred.
2+ years of experience delivering world-class data science outcomes

KNOWLEDGE, SKILLS, AND ABILITIES:
Experience in language-based algorithms and core platform technologies required for NLP
Intermediate experience in the use of statistical analysis environments
Familiarity with SQL, PostgreSQL, Python
Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms
Keen desire to solve business problems, and live to find patterns and insights within structured and unstructured data
Desire a fast paced, test-driven, collaborative and iterative engineering environment
Excel at making complex concepts simple and easy to understand by those around you
Driven to show the world the power of applied analytics",DATA SCIENTIST
"Are you a Software Developer looking for the fast-paced environment of a funded startup in the Iowa City / Cedar Rapids area?

College Raptor is a higher education technology company that's working to simplify the college search and application process. We help families match students with schools based on their interests, fit and affordability, which ensures the best education for the money!


We are currently looking for an experienced Full Stack .NET Developer to join our team. You'll be a key member of our Technology team, building front-ends, web development, SQL server and C#.


We're moving fast and need engineers who, given a clear goal, can prioritize projects and tasks, and meet deliverables in a self-directed fashion.


What you'll need

Ability to work onsite in Iowa City, IA - this is not a “remote office” or “telecommute” position.

3 - 5 years of experience using .NET framework, C#, MVC, ASP.NET, XML and Web Services

Strong SQL Server knowledge

Solid written and oral communications

Team player who openly shares opinions and new ideas while maintaining flexibility to quickly adjust to new project requirements.

Nice to have

HTML, CSS and Javascript

Experience implementing responsive design using Bootstrap, JQuery

How to apply

Please send a resume and a cover letter explaining why you are a great match for this role to [email protected]. Please include URLs to relevant writing, design or video samples.",Data Scientist and Algorithm Engineer
"Works directly with the Program Director for Data Science to advance data science strategy and programs within Northwell. Works collaboratively with both Information Technology members and the clinical community to evaluate and implement data science projects, systems and initiatives at both the department and the enterprise level. Ensures that these projects and their outputs enhance clinical quality, patient safety, and institutional efficiency, focusing on all aspects of data science, including data gathering and wrangling, exploratory data analysis, data modeling and machine learning, and model implementation and evaluation.
Provides expertise on mathematical concepts for the broader applied analytics team.

1. Works collaboratively to design, implement and maintain data science models and applications.
2. Works on programs to apply data science methodologies, including predictive modeling and machine learning, data analytics and visualization, and usability and design, to departmental, service line, and enterprise applications and functions.
3. Synthesizes complex data-related problems into actionable business and/or clinical strategy, and communicate findings to appropriate end-users and stakeholders.
4. Assists with the development of specifications to support the design of new or modified data science projects, with a focus on data-driven optimization, enhancement, and development.
5. Assists in the evaluation of projects, systems, and initiatives at the department, service line, and enterprise level. Ensures projects and their outputs enhance clinical quality, patient safety, and institutional efficiency, focusing on all aspects of data science, including data gathering and wrangling, exploratory data analysis, data modeling and machine learning, and model implementation and evaluation. Ensures high quality execution of all proposed projects.
6. Knowledgeable in present and planned data science projects and maintains voice of the customer in all project initiatives.
7. Serves as the link between the clinical staff (customer) requirements and IS capabilities.
8. Assists in ensuring that systems are implemented to support Health System initiatives and goals to improve the quality of patient care, to maximize patient safety, and to provide operational efficiencies.
9. Serves as a resource to the Director of Quality Informatics and Program Director of Data Science.
10. Demonstrates familiarity with current hospital information systems.
11. Performs other duties as assigned.
Qualifications
 Bachelor’s Degree in Computer Science, Informatics, Statistics, Engineering, Data Science, or related field, required. Master’s Degree, preferred.
 Minimum of two (2) years of post-graduate training or experience involving quantitative data analysis, required and working with clinical data, data science, and machine learning, preferred.
 Working familiarity with basic medical and health information technology concepts, including standardized terminologies and ontologies and electronic health records, as well as Data Warehousing and Business Intelligence tools, required.
 Expertise in working with SQL relational databases and statistical or general programming languages (e.g., Python, R), required.
 Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms.
 Strong interpersonal skills, capable of working collaboratively with clinicians and administrators.",Data Scientist
"With 7 million members and more than 400,000 listings, GOAT is the largest marketplace for authentic sneakers. Our Data Science team supports many vital tasks around the company including authentication, personalization, fraud detection, business development, operations, and much more.
In this role you will:
Build machine learning models for predictive APIs
Enrich the product discovery journey with recommendation streams
Solve complex logistics optimization problems
Work in cross functional teams to develop novel features and strategies
Identify and validate new features to be used across our machine learning services
Communicate the results and methodology effectively within the team and to external stakeholders
Design and run company wide experiments to provide statically validated insight
We are looking for:
Educational background in relevant field (Computer Science, Applied Mathematics, Statistics, Operations Research, Physics, Electrical & Computer Engineering, or other quantitative fields)
1+ years of professional experience
Proficiency in statistical analytics and machine learning algorithms
Proficiency in at least one mathematical programming tool such as Python or R
A quick learner, a self-starter, able to work independently, and you're willing (and able) to handle the pressures of an increasing level of responsibility
Benefits and Perks:
Medical, dental and vision coverage
Competitive salary and equity grants
Daily catered lunches from LA’s best restaurants
Unlimited vacation and sick days",Data Scientist
"As our team's Data Scientist you will help us solve problems that matter by building machine-learning algorithms and utilizing NLP to analyze structured and unstructured data. You'll have the freedom to immediately contribute and implement cutting-edge ideas by testing and integrating current open-source technologies.

Skills we are searching for

Programming. Python, Scala, R, Javascript.
Spark. Experience with distributed data processing.
NLP. Natural language processing, machine learning, and statistics.
AWS. Familiarity with linux-based cloud computing.
To apply for this position please submit your resume to jobs@courageservices.com",Data Scientist
"Are you passionate about solving challenging problems?
Do you thrive being a critical part of an elite team of like-minded people?
How would you like for your next career move to take you to the next level?
If any of this sounds appealing, look no further.

Job Description:
Support an intelligence program focused on automated multi-INT engines for predictive and augmented intelligence. Will work on multidisciplinary teams with data scientists, SWEs, and analysts.
Basic Qualifications:
Strong communication and presentation skills
High levels of curiosity, creativity, and problem solving capabilities
Experience with Python
Experience with image classification and object detection using a deep learning library or framework, such as Keras, fastai, Tensorflow or PyTorch
Ability to work both independently and collaboratively with a team
Experience working in AWS environment
Educational background in data science
Bachelor’s degree in technical field such as physics, statistics, image science, computer science, or related field


Desired Skills:
Experience applying convolution neural networks to perform object detection in satellite imagery
Experience with Spark clustered computing
Experience supporting Intelligence Community


So what does Novetta do?
We focus on three core areas: Cyber, Entity, and Multi-Int Analytics. Our products are focused on processing and analyzing vast amounts of data in these core areas. Our services are focused on helping our customers move from complexity to clarity. At Novetta, we bridge the gap between what our customers think they can do and what they aspire to achieve.
Our culture is shaped by a commitment to our Core Values:
Integrity: We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Mission Success: Customer mission success drives our daily efforts—we strive always to exceed customer expectations and focus on mission success beyond contractual commitments.
Employee Focus: We value our employees and demonstrate our commitment to them by providing clear communications, outstanding benefits, career development, and opportunities to work on problems and technical challenges of national significance.
Innovation: We believe that innovation is critical to our success – that discovering new and more effective ways to achieve customer mission success is what makes us a great company.
Get a referral bonus for the great people you know! With our amazing referral program, you could be eligible to win outstanding rewards for referring qualified new hires to Novetta.

Novetta is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",Data Scientist
"As a member of the analytics team, you will analyze customer data and build high-end analytical models for solving high-value business problems, such as credit and debit card fraud, online banking fraud, credit risk, network security, etc.

Responsibilities:
Processing and analyzing large volumes of (customer) data.
Building predictive models with advanced machine learning algorithms such as Neural Networks, Decision Trees, Boosting/Ensemble methods, Clustering, Online learning, etc.
Interacting with customers from the data analysis stage to the final report presentation.
Assisting in technical sales support as needed.
Constantly innovating by building new variables; improving modeling techniques to boost model performance; maintaining and refining the processes and procedures for building high-end analytic modeling solutions.
Writing coherent reports and making presentations on high-end analytical projects.
Essential Requirements:
Master's degree in statistics, mathematics, computer science, engineering, the physical sciences, or any other quantitative field.
2+ years related experience such as analyzing data and/or building analytical models; in either an academic or professional setting.
Knowledge of multiple operating systems (e.g. Windows, Unix/Linux).
Proficiency with 1 or more of the following Programming or Scripting languages: R, SAS, Bash, Perl, Python, MatLab.
Thorough knowledge of at least some supervised and unsupervised modeling techniques such as Logistic/Linear Regression, SVMs, Neural Networks / Deep Networks, Boosting/Ensemble methods, Decision Trees, Clustering, etc.
Ability to manage very large amounts of data.
Additional Skills and Abilities:
Excellent written and verbal communication skills.
Ability to think analytically, write and edit technical material, and relate statistical concepts and applications to technical and business users.
Ability to work both independently and in a team environment.
Ability to travel as business requirements dictate.
Preferences:
Ph.D. in applied statistics, mathematics, computer science, engineering, or the physical sciences.
Industry experience in mathematical/statistical modeling, pattern recognition, or data mining/data analysis.
Extensive experience specifying and building advanced analytic solutions for the financial services and related industries with large-scale transaction data.
Extensive experience in data management, deployment and product support for advanced analytic solutions.
Excellent programming skills and knowledge of SAS and scripting languages.
Ability to translate model performance to financial benefit for the business by incorporating knowledge of customer business practices.

Location: this position will be seated out of HQ in Cary, NC

SAS looks not only for the right skills, but also a fit to our core values. We seek colleagues who will contribute to the unique values that makes SAS such a great place to work. We look for the total candidate: technical skills, values fit, relationship skills, problem solvers, good communicators and, of course, innovators. Candidates must be ready to make an impact.

Additional Information:
To qualify, applicants must be legally authorized to work in the United States, and should not require, now or in the future, sponsorship for employment visa status. SAS is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status or any other characteristic protected by law. The level of this position will be determined based on the applicant's education, skills and experience. Resumes may be considered in the order they are received. SAS employees performing certain job functions may require access to technology or software subject to export or import regulations. To comply with these regulations, SAS may obtain nationality or citizenship information from applicants for employment. SAS collects this information solely for trade law compliance purposes and does not use it to discriminate unfairly in the hiring process.

Want to stay up to date with life at SAS, products and jobs? Follow us on LinkedIn",Data Scientist
"What we’re looking for:
Arable is looking for a data scientist to join our community of scientists. This person would provide expertise and vision to contribute to a data-driven culture and inspire the adoption of new technologies to enhance an integrated weather and plant monitoring system. This person will be working with a team of scientists and data scientists to prototype, improve, and collaborate with end to end engineers to provide customers with actionable information based on the highest-quality data. If you’re motivated by working on the complex technical problems that can have a real positive impact on the world, we’d love to talk!

What we do:
At Arable, our goal is to connect all the world’s farms and provide the highest-quality data to power predictive analytics that will help optimize the global food system. This is an ambitious goal, but the need has never been greater to rethink how we will feed an ever-growing population and reduce our impact on natural resources. We believe the heart of the solution is digitizing the analog world with high-fidelity data to help food producers optimize their operations. If successful, we hope the impact of our work will improve the lives of farmers everywhere and be a major contribution to securing the global food supply for decades to come.

A few examples of the work we’re doing today:

Helping farmers in India get what they need most: insurance in tough years.
Giving produce growers in California the tools to optimize yields and minimize waste
Helping irrigated farmers in Nebraska manage water more efficiently and sustainably to protect our water supply

What you will do:

Perform deep dive analyses to understand and optimize environmental measurements
Provide expertise on statistical and mathematical concepts in a production environment
Develop and implement state-of-the-art analytical algorithms for time series segmentation, classification, and recognition
Research, develop, and prototype measurements for real-time crop monitoring and decision agriculture
Collaborate with team members from prototyping through production to rolling out big data capabilities, analytic frameworks, and best practices inside of data science

What you bring - basic qualifications:

Advanced degree in a relevant computer or physical science or engineering discipline using any of these technologies
Substantial experience working on strategy and full-life cycle data science in Python, as well as experience working with data mining tools with Python and/or R
Experience with machine learning libraries such as xgboost, sklearn, Tensorflow, Keras, etc
An understanding of large datasets, the application of calibrations and analytics in a wide range of environments, and the implications of scalability across the globe
Team experience, specifically in cross-group collaborations with outstanding communication skills
Ability to obtain work authorization in the United States in 2018

Preferred Qualifications

Experience in digital sound processing

What We Offer:
At Arable you will be joining a company of dedicated team players who bring together diverse expertise and a passion for building a more sustainable future. You’ll find no shortage of lively conversation around the lunch table about the food we eat and how it is produced. We are a fast-moving startup committed to providing a rewarding employee experience through the work we do, the team, compensation, and benefits including:

Excellent medical, dental, vision, life, disability benefits, and a 401k program
Ability to work closely with customers who are hungry for our product, and where can make a positive impact on their livelihood and the world
A focus on community involvement and career development
We are an equal opportunity employer and value diversity at our company. We are committed to creating an inclusive environment for all employees.

",Data Scientist
"Come join our nascent, inclusive, and dynamic Hardware Engineering Tools and Data Analytics (HWETDA) Team as a Data Scientist and Visualization Manager. Our Data Scientists and Machine Learning Engineers are part of our internal application development organization collaborating with a variety of partners within Apple to distill data into insightful and intuitive visualizations that drive informed decisions.
You will help define and track key performance indicators and especially generate insights regarding product development and delivery. The Manager will also provide mentorship on future tool feature sets to help better inform product development teams.
In addition to reporting, the will be able to implement digital analytics tagging, conduct exploratory analysis, work in collaboration with our UX team to carry out A/B and multivariate experiments, effectively utilize API’s, and collaborate closely with partners in the Product, Data Analytics, Data Science and Tool Engineering teams across Apple.
We support anyone who approaches problem solving with curiosity and imagination to apply. We encourage people to learn new skills and a mindset that challenging questions are opportunities for insight.
Our HWETDA team enables data-driven decision-making by developing and performing analysis, modeling, and visualization of structured and unstructured data for engineering and research design teams. Our unique position within the organization allows us to assist product development teams on a wide range of products designed at Apple. Our work directly impacts the development process of products used by millions of people worldwide.

Key Qualifications
THE MUST HAVES
Fluency using statistics and data visualization to answer questions about data sets
Effective communication skills. Specifically, you can explain complex issues to various audiences, are able to think about the big picture when communicating, and can summarize technical details succinctly
Strong programming skills in Python, and/or R. You have experience using these tools to import, clean, analyze, and visualize data to enable data-driven decision making
Experience with dataviz libraries such as D3, Highcharts, Recharts, Bokeh, and Plotly
Excited and able to communicate important information in an easily understandable graphically rich manner
Previous experience leading and managing a team of direct reports
Description
As a talented team of engineers, we work together to understand challenging problems that arise during all stages of product design and development at Apple. The job requires collaborative work, the ability to use statistics and visualizations to enable data-driven decisions and most importantly, a passion for creating informative visualizations and presentations to communicate results to all levels of the company.
As a Data Scientist and Visualization Manager, your responsibilities will include some of the following activities:
- Gathering large quantities of structured and unstructured data from many different sources
- Conducting data exploration, QA/QC, visualization, statistical and data analysis, and modeling
- Collaborating with UX engineers in designing insightful data visualizations with intuitive user interfaces that enable data-driven decisions
- Creating custom algorithms for large datasets to enable visualizations that help decision makers quickly understand the data
- Defining data capture formats to enable useful and efficient analysis of user behavior
- Collaborating with teams to automate processes, conduct systems analysis, and build visualization workflows by building and deploying software tools
- Creating systems for real-time or near real-time data analysis to improve precision machine performance in factories
- Sharing results and teaching concepts across the company through presentations and other communication channels
- Exploring multiple ways to visualize datasets depending on audience and needs
- Our team strongly inspires collaboration but also offers freedom and autonomy
- Creative and outside-the-box thinking is urged, and original ideas are welcomed and supported by the team

Education
Masters degree preferred in an analytical field such as Human Computer Interaction, Climate or Environmental Science, Applied Math, Economics, Social Sciences, Engineering, Computer Science, Physics, Biological Sciences, Statistics, or Robotics along with 4+ years relevant work experience
Additional Requirements
ANY COMBINATION OF THESE SKILLS
- Strong interest in peer collaboration and teamwork and a willingness to solicit input and accept feedback.
- Comfort working both independently and collaboratively on tight deadlines in an encouraging environment.
- An appreciation of functional design or interested in developing your design aesthetic.
- Familiarity with both relational and non-relational databases such as: MySQL, PostgreSQL, Cassandra, and FoundationDB.
- Familiarity with Github and software development workflows, or eager to adopt these software collaboration practices.
- Ability to juggle multiple projects.",Data Scientist and Visualization Manager
"Apple is seeking a validated Data Scientist to join the Apple Video Analytics team. This team seeks to promote productivity and innovation through diverse hiring.
In this role, your objective is to drive growth and engagement through ad-hoc analysis and critical metric development. You should have a strong instinct for identifying critical metrics that drive action and excellent interpersonal skills to deliver clear analysis and reports. You’ll work closely with our partners and leadership team to gather requirements, independently take on problems, and communicate insights that ultimately set direction and drive growth.

Key Qualifications
Well-versed in SQL languages
Understanding of machine learning techniques and algorithms: k-NN, Naive Bayes, SVM, Clustering, Regression (OLS, Logistic, MNL), Decision Forests, Linear and Nonlinear Optimization
Proficiency in Hadoop ecosystem (HDFS, Hive, Spark, Map Reduce)
Familiarity with at least one development language (Python, Scala, Pyspark, Java, C#)
Preference for media or mobile app experience Familiarity with measuring customer engagement and product usage
Passionate dedication to improve the customer experience by understanding product interaction
Ability to translate key findings from code into a visual presentation that is clear, concise, and actionable for a variety of audiences
Leadership skills to influence and work across teams as a partner
Ability to work cross functionally with complementary teams Ability to initiate and deliver a project independently
Description
Help grow emerging products with a daring trajectory in the ambitious streaming video landscape. Demonstrate your analytics domain expertise for partners throughout the organization, guiding decisions on customer experience, and strategic opportunities. You love building narratives backed by data and demonstrate a strong dream to continually improve the customer experience.
Engage with business, engineering, and product management groups as a thought partner.
- Analyze data across customer touch points
- Define product critical metrics and monitor their trends
- Develop strategic, ad-hoc analysis to gain deep insight into engagement and customer activity
- Build dashboards and reports to convey key insights and KPIs to product, engineering, and business teams
This is a full-time position in Apple Media Products and is located in our Cupertino, CA office.

Education
Minimum of a Bachelor’s degree in Economics, Computer Science, Statistics, Mathematics, Engineering or relevant field. Ideally, Masters in related field.",Apple Video - Data Scientist
"$60,000 - $90,000 a yearJob descriptionPosition Purpose: Responsible for advanced and predictive data analytics using big data and data science technology for healthcare innovation and outcomes. Perform analysis using data science techniques on structured and unstructured data sets, and develop algorithms for targeted business needs.Design and develop data models to predict member outcomes or future impact of key member decisions.Design and construct analysis tools that extract, and analyze data and store analytical results in an appropriate format for business needs.Conduct exploratory data analysis from complex data sources and build key data sets to support Centene’s mission.Evaluate and design experiments to monitor key metrics and identify improvement opportunities.Develop mathematical and statistical models to distinguish relevant content or events and recognize patterns.Participate in presentations and communicate results of analysis and findings.Participate in the design of automated, operational analytics processes to achieve scale and durability of analysis processes.Validate and measure the outcomes of health management programs using SAS, R and other tools, to include provider data, claims data, membership dataManage multiple projects as assigned.Assist with training Data Analysts.Qualifications: Knowledge/Experience: Master’s degree in Statistics, Mathematics, Computer Science, Informatics, Econometrics, Engineering, Experimental Science with 3+ years of experience or Bachelor’s degree and 5+ years of quantitative analysis experience in data science capabilities including data mining, predictive modeling, machine learning, statistical modeling, large scale data acquisition, transformation, and structured and unstructured data analysis. Experience with database technologies, including Oracle, SAP, DB2, Teradata, MS SQL Server, SAP HANA, MySQL.Job Type: Full-timeSalary: $60,000.00 to $90,000.00 /yearExperience:Data Scientist: 4 years (Preferred)",Data Scientist
"As a member of the Sales and Operations Planning team, the Data Scientist will use large data sets to identify business trends and find opportunities for optimization within the business. This includes using a variety of data tools and mining/data analysis methods, building and implementing models, and using/creating algorithms and simulations. This role will find, interpret, and effectively communicate data findings to business partners.


Essential Functions:


Ensures the actual adoption and value realization of the analytical solutions and models by developing the complex analytic models, proving the validity of these models, explaining them to the business partners, and driving continuous improvement to the models based on model results and business requirements changes.
Finds and integrates new internal or external datasets necessary to complete the analysis and improve the validity, predictability, and accuracy of models.
Ability to present highly technical information to business units not versed in such technicalities.
Interpreting data and analyzing results using statistical techniques, and providing on-going reports in a timely and professional manner.
Developing and implementing databases, data collection systems, data analytics, and other strategies that will provide efficient data and reporting solutions.
Responsible for identifying business trends from big data sources to enable faster and better decision making.
Employs statistical procedures (Logistic regression, Machine Learning).
Develops model tracking methodologies and reports to monitor model performance.
Utilizes statistical software (e.g., SAS, JMP, R, Python) to develop models.
 Requirements: • 3+ years of work or academic experience with statistical, econometric, and optimization methods (e.g., logistic, time series, seasonal adjustments, non-linear methods).

Bachelor’s Degree in a relevant study area is required (e.g. computer science, mathematics, statistics, business analytics).
Master’s Degree in a relevant study area is preferred (e.g. computer science, mathematics, statistics, business analytics).",Data Scientist
