,job_description,job_location,job_title,sponsored
225,"Job Description

The National Cancer Data Ecosystem (NCDE), under development as part of the Beau Biden Cancer Moonshot initiative, seeks to revolutionize cancer research through providing researchers with integrated access to many different sources, such as genomic data, electronic health records (EHR), imaging, demographics, and more. One of the challenges in achieving this vision is in discovering and making use of relationships among heterogeneous data sets.
The bioinformatics architect will serve as the technical lead for an effort to integrate data from across data sets, facilitating researchers’ integrated use of multiple data sets. This will involve creating the ability to index large scale data sets by patient, disease type, and other characteristics using a combination of manual and automated processes.

Qualifications

Familiarity with cancer research data such as genomics, epigenetics, proteomics, EHR, registries, imaging, biobanks and clinical trials.Familiarity with computational analysis methods (including handling of large scale datasets, processing pipelines, functional analysis tools and visualization tools).Knowledge of relevant data standards and vocabularies, APIs and schemas.Knowledge of processing and visualization tools used in this domain such as R, Python, Swift, Tableau, MapReduce.Experience with elastic compute in cloud-based environments (AWS, Azure)Visa Status: US Citizen or Green CardM.S. or higher degree or equivalent in a relevant discipline (e.g., Biostatistics, Statistics, Epidemiology, Mathematics, or Computer Science).Minimum of five (5) years of experience in a related field.
DesiredExperience working with relevant research data environments such as The Cancer Genome Atlas (TCGA), SEER, and the Genomic Data Commons (GDC).Knowledge of privacy regulations including HIPAA.
Additional Information

All your information will be kept confidential according to EEO guidelines.","Bethesda, MD",Bioinformatics Architect,False
226,"The R&D Bioinformatics Scientist, NGS will be an addition to the bioinformatics and genomics capability within Twist R&D and will play a key role in expanding Twist's Next-Generation Sequencing product portfolio. The R&D NGS team designs and develops Next-Generation Sequencing-based methods, applications and panels, and works with other departments within Twist to cover all aspects of products from concept to development to commercial launch. The ideal candidate will have a strong domain knowledge in cancer genomics and have experience applying that knowledge with next generation sequencing.

The successful candidate will be responsible for:

Collaborating with scientists and research associates in all phases of R&D work including experimental design, data analysis, and data interpretation/troubleshooting.
Performing panel design and analysis for the development of NGS products and applications read alignment, targeted sequencing, mapping, annotation, and variant calling.
Writing and packaging off-the-shelf scripts into custom pipelines for NGS data analysis, enabling data analysis by non-bioinformaticians
Communicating internally with other departments and externally with customers and collaborators about technological capabilities through direct interactions and collateral.

Requirements:

M.S. or Ph.D. degree in Genetics, Biology, Bioinformatics, Biostatistics, Computational Biology, Computer Science, or related field
Knowledge and experience in the field of cancer or rare disease genomics.
Experience in at least one of the following sequencing methodologies: cell-free DNA sequencing, methylation sequencing, single cell sequencing
Deep understanding of next generation sequencing methods, platform-specific bias and errors, and data interpretation
Hands-on experience with large-scale genomic data (e.g. whole genome sequencing, exome-seq, target enrichment, amplicon sequencing, RNA-seq, etc.)
Hands-on experience with genome alignment, mapping, variant calling, and annotation tools
Familiarity with human and mammalian genomics, standard genomic databases (UCSC, Ensembl, NCBI), formats, and tools.
Proficiency in python, ruby, Perl, or another high-level scripting language (Python highly preferred)
Familiarity with UNIX-based operating systems and shell scripting
Excellent data analysis and visualization skills (Tableau, R, matplotlib, or similar)
Excellent understanding of molecular biology and cell biology
Strong interpersonal communication skills
Excellent publication track record

Additional desired qualities include:

Familiarity with version control (git, subversion)
Experience with target enrichment
Experience in clinical laboratory testing
Experience with Seven Bridges, DNA Nexus or similar platform

About Twist Bioscience

About Twist Bioscience

Twist Bioscience synthesizes genes from scratch, known as ""writing"" DNA. Just as children learn to both read and write, the next phase of development for the genomics revolution is the ability to write DNA.

At Twist Bioscience, we work in service of people who are changing the world for the better. In fields such as health care, agriculture, industrial chemicals and data storage, our unique silicon-based DNA Synthesis Platform provides precision at a scale that is otherwise unavailable to our customers.

Twist Bioscience Corporation is an Equal Opportunity Employer. Twist Bioscience Corporation provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic characteristics, or any other category protected by law.

San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.","San Francisco, CA 94158 (South Of Market area)","R&D Bioinformatics Scientist, NGS",False
227,"Position Summary
Known for its scientific and operational excellence, Regeneron is a leading science-based biopharmaceutical company that discovers, invents, develops, manufactures, and commercializes medicines for the treatment of serious medical conditions. Regeneron commercializes medicines for eye diseases, high LDL-cholesterol, atopic dermatitis and a rare inflammatory condition and has product candidates in development in other areas of high unmet medical need, including rheumatoid arthritis, asthma, pain, cancer and infectious diseases.

Summary
We are seeking a creative and self-motivated data analyst to join the Molecular Profiling team. This position plays an important role in analyzing proprietary and public profiling data to advance our immune-oncology (I/O) targets from discovery to clinical applications, and to identify I/O clinical biomarkers and strategies that help drive our development decisions

Responsibilities
Collaborate with scientists from the I/O focus therapeutic area and clinical departments to design profiling experiments and draft data analysis plans

Analyze of proprietary (clinical and preclinical) and public data to support Regeneron I/O targets and clinical pipeline; this including target identification, target advancement, biomarker discovery, toxicology studies, and clinical profiling data

Prepare clear, concise and easy-to-understand presentations and documentations for collaborators, senior management and government agencies

Implement and develop analysis pipelines using cutting-edge algorithms and statistically sound methodologies

Requirements

Master/bachelor in bioinformatics, computer science, quantitative sciences, or other related disciplines with at least 5 years working experience

Proficient in R/MatLab and Python/Perl

Experience in analyzing NGS (RNA-seq and exome-seq) and single cell sequencing data

Experience in analyzing cancer profiling data in public the domain such as TCGA

Experience in modeling (e.g., machine learning) and network building (e.g. gene regulation networks); Keen interest and determination to be at the cutting-edge of algorithms and model building

Excellent communication and presentation skills; Team spirit and commitment to share and collaborate
This is an opportunity to join our select team that is already leading the way in the Pharmaceutical/Biotech industry. Apply today and learn more about Regeneron’s unwavering commitment to combining good science & good business.

To all agencies: Please, no phone calls or emails to any employee of Regeneron about this opening. All resumes submitted by search firms/employment agencies to any employee at Regeneron via-email, the internet or in any form and/or method will be deemed the sole property of Regeneron, unless such search firms/employment agencies were engaged by Regeneron for this position and a valid agreement with Regeneron is in place. In the event a candidate who was submitted outside of the Regeneron agency engagement process is hired, no fee or payment of any kind will be paid.

Regeneron is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability status, protected veteran status, or any other characteristic protected by law.","Tarrytown, NY",Senior Bioinformatics NGS Data Analyst,False
228,"Twist is looking for a bioinformatics professional to serve as a primary technical field contact for Twist's customers and to be an integral part of our Sales team. This role will function as a liaison between the customer and Twist. In this capacity he/ she is responsible for the pre- and post-sales technical support and market development activities for Twist's Next Generation Sequencing target enrichment portfolio. Prior experience with Next Generation Sequencing and target enrichment will be essential to enable translation of customer requirements to internal teams. This position can be remote, with travel requirements of up to 25%.

Key Responsibilities:

Provide expert understanding and strong technical competency in discussing Twist's capabilities and product offering with customers
Provide bioinformatics support for NGS data analysis to support customers troubleshooting.
Support custom NGS panel design utilizing an existing design work flow to meet customers design expectations (White Glove Service)
Provide application support for pre- and post- sales activities for Twist's product portfolio for the NGS portfolio
Create bioinformatics analysis tools to assist in building an Application Interface for custom panel designs
Local and regional travel (10-20% time) to work in the field with Sales, attend meetings with key customers, provide training, and participate in trade shows
Identify, nurture, and manage collaborations to network and provide leads for the sales team
Support sales team in technical discussions, presentations, and meetings with customers
Provide high level technical support to the customer in discussing and design requirements and providing guidance or input on experiments related to use of Twist's products
Liaise between customer, sales team, product management, and other internal teams including R&D and Production.
Network with customers and provide feedback to Product Marketing on customer requirements for new applications or products
Keep informed of competitive market information at industry seminars, trade shows, and conferences and provide reports on trends to Sales and Product Management
Keep abreast of all research development in the field and summarizing for the team

Minimum Qualifications:

3-5 years commercial experience preferably in Pharma
MS/PhD in Molecular Biology, Biochemistry, Bioinformatics or related field
Strong technical knowledge of NGS applications and bioinformatics required to support NGS data analysis & target enrichment panel design.
Experience with perl, python, bash scripting, AWS, and UI/UX design
Advanced knowledge of, and practical experience in biotechnology product development
A successful candidate will have both bioinformatics and customer facing experience
Requires flexibility in working hours to support multiple time zones
High attention to detail
High self-motivation and must have demonstrated ability to work in collaborative team environment
Excellent verbal and written communication skills
Experience of customer support and use of CRM system a plus

About Twist Bioscience

At Twist Bioscience synthesizes genes from scratch, known as ""writing"" DNA. Just as children learn to both read and write, the next phase of development for the genomics revolution is the ability to write DNA.

At Twist Bioscience, we work in service of people who are changing the world for the better. In fields such as health care, agriculture, industrial chemicals and data storage, our unique silicon-based DNA Synthesis Platform provides precision at a scale that is otherwise unavailable to our customers.

Twist Bioscience Corporation is an Equal Opportunity Employer. Twist Bioscience Corporation provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, genetic characteristics, or any other category protected by law.","Carlsbad, CA","Application Scientist, Bioinformatics",False
229,"We are looking for an experienced DeVops professional to join our growing organization. In this position, you will manage infrastructure projects and processes. A keen attention to detail, problem-solving abilities, and solid knowledge base are essential.

You Will
Work directly with the DevOps team and our bioinformatics team to monitor system integrity and performance
Work on the availability and maintenance of various genomics analysis pipelines.
Design and implement build, deployment, and configuration management
Test implemented designs
Build and test automation tools for infrastructure provisioning
Handle code deployments in all environments
Monitor metrics and develop ways to improve
Perform routine Linux/Unix administration tasks.
Respond to support requests from lab ops, clinical reviewers, and other users, including urgent support requests.

You Might Work On
Building genomics analysis pipelines.
Analysis of next-generation sequencing data.
Developing and maintaining technical or scientific databases.

Required Skills:
Proficient in Linux/Unix administration.
Demonstrated competency in a scripting language (Bash, Python).
Strong experience with relational databases (MySQL, SQLServer) NoSQL experience is a plus, too.
Strong curiosity and the ability to learn quickly and adapt to a fast-changing environment.
Strong communication skills.

Optional/Preferred Skills:
Experience in bioinformatics and next-generation sequencing analysis.
Demonstrated competency in statistical programming (R, Python)
Ability to use a wide variety of open source technologies and cloud services
Knowledge of agile methodology and frameworks like Scrum and Kanban.
Experience with automation/configuration management
Knowledge of best practices and IT operations in an always-available service
A working understanding of code and script (Perl, JavaScript)

Background:
Bachelor's degree in Computer Science or a related field OR scientific degree and two (2) years of scientific software development/analysis OR Strong background in Linux/Unix Administration
Ability to work some evenings and weekends.","Houston, TX",Bioinformatics DevOps,False
230,"Silent Spring Institute seeks a versatile bioinformatician, data scientist, machine learning expert, or statistician to tackle big data problems in environmental health and cancer prevention. The position can be structured as a permanent position or a postdoctoral fellowship. We will also consider hiring a consultant for short term project-specific work.
Work in a multi-disciplinary mission-driven team with experts in epidemiology, toxicology, chemistry, computer science, and community-based research, all focused on impartial research to identify and reduce environmental hazards to human health. Collaborate with investigators at Harvard, Northeastern, UC Berkeley, US EPA, US CDC, and other top-tier research institutions, as well as with diverse environmental and health advocacy groups.
Projects may include
Develop and implement new methods for analyzing gene expression data from high-throughput screening platforms to gain insights about the mechanisms of chemical carcinogenesis
Developing predictive models to identify hazardous chemicals from in vitro data
Mapping the “exposome” and “metabolome” by developing computational methods for new, more comprehensive analyses of chemicals and effect markers in human tissues
Analyses in Veterans Administration Health Care database relating pharmaceutical or environmental chemical exposures and adverse health effects
Text mining to uncover trends in published research on suspected carcinogens
Identifying the unique exposures of workers in high-risk occupations
Other responsibilities
Publish in high profile peer-reviewed journals
Present research at conferences and public events
Provide occasional statistical support and training to colleagues
Lead study design and development
Contribute to grant proposals
Requirements
Expertise in the analysis of large genomic data sets, esp. with DESeq2, Limma
Programming and data management experience, including experience with R
Doctorate degree in statistics, mathematics, or related field (or equivalent experience)
Dedication to rigorous science in the public interest
To apply, send a cover letter describing your interests and experience related to this job, resume, writing sample, and copies of academic transcripts to Laura Borth at careers@silentspring.org with “data scientist position” in the subject line.
Benefits include a competitive salary consistent with academic settings, an intellectually stimulating and friendly workplace with a public interest mission, 4 weeks of vacation and 12 days sick leave per year, funding for classes and conferences to support staff development, and reimbursement for T-pass. Silent Spring pays 75% of health insurance premiums.","Newton, MA 02460",Bioinformatics and Data Science for Public Health,False
231,"Location: San Francisco
The Role
We are looking for a highly motivated Applications Bioinformatician to join the Genomics Applications team in San Francisco. The successful candidate will be working closely with both bench and computational scientists to expand the possible applications of this rapidly evolving technology. This role requires a self-motivated individual, who enjoys problem-solving and working in an interdisciplinary environment.
The Genomic Applications team is responsible for showcasing the advantages of Oxford Nanopores sequencing platform as applied to a broad range of biological problems. These advantages include long reads, detection of modified DNA/RNA bases, direct RNA sequencing, real-time and portable sequencing.
The Details
The Applications Bioinformatician will work with laboratory-based Applications Scientists to help them plan and refine experiments, and to interpret the data generated in the appropriate biological context, and to report the results clearly.
This individual will also interact with other bioinformaticians and data analysts in the company, to utilise and adapt their tools for analysis, and will also work with Applications Developers to transfer methods and analysis pipelines to help create Epi2me workflows.
The successful candidate will have a track record of analysing and interpreting large sets of DNA and RNA sequence data for a wide range of projects and will be familiar with broad range of bioinformatics tools for the analysis of DNA and RNA. The successful candidate will be able to demonstrate the ability to adapt or modify these tools to achieve specific outcomes.
What We Are Looking For
The successful candidate should have a strong background in biology or genetics, with a working knowledge of applied statistics and experience of scripting languages (e.g. Python, R)..
The Applications Bioinformatician will have good communication and interpersonal skills, as a key part of the role is discussing and presenting data within the team, with other colleagues, and with collaborators.
The ideal candidate will hold at least an undergraduate degree in the biological or computational sciences with a substantial amount of experience analysing DNA and/or RNA sequence data.
Please note that no terminology in this advert is intended to discriminate on the grounds of a person's gender, marital status, race, religion, colour, age, disability or sexual orientation.
Every candidate will be assessed only in accordance with their merits, qualifications and abilities to perform the duties of the job.","San Francisco, CA",Applications Bioinformatician,False
232,"About the New York Genome Center

The New York Genome Center (NYGC) is an independent, non-profit organization that leverages the collaborative resources of leading academic medical centers, research universities, and commercial organizations. Our vision is to transform medical research and clinical care in New York and beyond through the creation of one of the largest genomics facilities in North America, integrating sequencing, bioinformatics, and data management, as well as performing cutting-edge genomics research.

The New York Genome Center is a VEVRAA Federal Contractor. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, or protected veteran status. The New York Genome Center takes affirmative action in support of its policy to hire and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

Position Description

Dr. Tuuli Lappalainen’s research group is looking for a postdoctoral researcher to work on projects in computational genetics and functional genomics.

The Lappalainen Lab (http://tllab.org) studies genetic variation in human populations affecting molecular, cellular, and high-level traits and diseases. We use both computational and experimental methods to study these questions, with an interdisciplinary integration of approaches from computational genetics, population genetics, functional genomics, and molecular genetics. Our particular focus is on integration of large-scale genome and transcriptome sequencing data sets. We are part of several large consortia, including GTEx and MoTrPAC.

We are looking for a computational postdoc to join our team (currently 8 people). Possible projects include, but are not limited to, genetic and environmental interactions on functional effects of genetic variants, methods development to integrate genetic data with molecular and high-level phenotype data sets, and population genetics of regulatory variation in humans.
Required Skills
PhD in human genetics, functional genomics, or a related field;
Strong quantitative skills including proficiency in at least one programming language;
Experience of analysis of large-scale data sets is essential.
A publication record;
Excellent organization and communication skills, along with a high degree of independence and flexibility to thrive in a novel and rapidly changing research environment.
Please include the following items with your application: 1) CV with a list of publications and preprints, 2) a one-page summary of your present and future research interests, 3) a list of three references and their contact information.
Required Experience","New York, NY 10013 (Tribeca area)","Postdoctoral Researcher, Lappalainen Lab",False
233,"The Division of Pediatric Hematology, Oncology, Neuro-oncology and Stem Cell Transplantation at The Ann and Robert H. Lurie Children’s Hospital of Chicago and Northwestern University Feinberg School of Medicine seeks a full-time NTE Team Scientist, NTE Research faculty member, or tenure track Investigator at a rank commensurate with experience who has expertise in bioinformatics. Outside of the candidate's focus on his or her own research, expertise in bioinformatics is required. This position will involve leading the development and implementation of a cancer bioinformatics program. The candidate would also be expected to work collaboratively with a team of multidisciplinary physician scientists and allied health professionals in the continued expansion of our program.
Qualified candidates will have an MD/PhD or PhD and be eligible to work in the United States. Salary, academic rank, and tenure status are commensurate with qualifications and experience.
The start date is negotiable and the position will remain open until filled. When applying, please upload this completed list of references form list of references form to suggest the names of individuals who could write letters of reference on your behalf.
Please read ALL instructions and make preparations before proceeding to the application page:
Applications will only be accepted via online submission (see link below).
Please prepare all documents in advance as Adobe PDF files, and please be sure all information is entered correctly and accurately (especially names and email addresses), as there will be no opportunity for online revision after your application has been submitted.
All required fields in the application form are marked with an asterisk and must be filled before clicking the “Submit” button.
Be aware that incomplete applications cannot be saved.
Applications accepted here: Apply for Job

Northwestern University is an Equal Opportunity, Affirmative Action Employer of all protected classes, including veterans and individuals with disabilities. Women, racial and ethnic minorities, individuals with disabilities, and veterans are encouraged to apply. Hiring is contingent upon eligibility to work in the United States.","Chicago, IL",Director of Oncologic Bioinformatics,False
234,"We are recruiting an accomplished Data Scientist key contributor to aggregate clinical and genomic data and populate a searchable database for GBM patient care. The individual will have a demonstrated background in bioinformatics working closely with clinicians, biologists, statisticians, and other translational researchers.

The Data Scientist will work closely with Brain Tumor Center investigators and data scientists at the Institute for Computational Health Sciences to conceptualize, design, and develop analytic solutions connecting patient data with high dimensional, complex genomic data.

NEUROLOGICAL SURGERY
The Department of Neurosurgery at UCSF is one of the most pre-emanate neurosurgical departments in the country for clinical care, training and research. The Department is one of the largest recipients of Federal grant funds in the School of Medicine (SOM) at UCSF and has been number one in NIH funding for the past 13 years.


The Department is ranked highly for academic research publication productivity and recently named as one of the top Neurosurgery Training Programs in the country. The Department also ranks 5th in the nation for Neurosurgery & Neurology and is the number one Neurosurgery Department on the west coast (US News & World Report). The Neurosurgery Brain Tumor Center and The Institute for Computational Health Science have recently launched a new program to identify novel approaches to personalized GBM therapy.

ABOUT UCSF

The University of California, San Francisco (UCSF) is a leading university dedicated to promoting health worldwide through advanced biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care. It is the only campus in the 10-campus UC system dedicated exclusively to the health sciences.","San Francisco, CA 94104 (Financial District area)",Data Scientist,False
235,"Summary:

We are seeking a highly motivated computational biologist/bioinformatics scientist to join the Translational Diagnostics, Analytics, and Biomarkers group within the Translational Sciences Department at Seattle Genetics to contribute to the development of innovative antibody-based therapies for treating cancer, with emphasis on immune-oncology therapies.

Responsibilities:
This position will involve cross-functional teamwork to analyze clinical trial datasets in real-time and to build and develop bioinformatics and data visualization tools in support of those analyses:
Collaborate with biomarker scientists, medical directors, and immunology research teams to develop analysis strategies and to analyze clinical and biomarker data to support clinical development decision making
Identify signatures that predict treatment responses by analyzing in-house and external high throughput datasets, including tumor transcriptomes and high dimensional immune response assessments
Effectively communicate analysis results to development and research teams, including development and deployment of visualization tools to facilitate communication of analyses and data
Utilize and contribute to computational pipelines and toolsets developed by the computational biology team and employ coding best practices, including version control

Qualifications:
PhD in bioinformatics, mathematics, engineering, computer science, biology or other related discipline, and 2+ years industry or postdoctoral experience.
Extensive experience working with high or medium throughput biological datasets. Background in cancer biology, immunology, molecular biology, and/or genomics and very strong motivation to take ownership of biological problem sets and to acquire biological domain knowledge
Deep knowledge of mathematics and statistical methods and proficiency using statistical analysis software or libraries such as R or Matlab
Experience with a general scripting language such as Python
Experience working with Next Generation Sequencing data
Proficiency with data visualization tools
Excellent organizational and interpersonal skills
Outstanding communication skills, including the ability to illustrate problems and generate solutions
Demonstrated ability and desire to work in an interdisciplinary team environment

As the leading employer in our industry in the Pacific Northwest, Seattle Genetics is proud to offer a competitive total compensation package as well as a comprehensive benefits program designed to support the whole lives of our employees and their families. Benefits include medical, vision and dental coverage, group and supplemental life insurance, 401(k) with company match, tuition reimbursement, relocation assistance and much more. To learn more about Seattle Genetics, please visit www.seattlegenetics.com.

Seattle Genetics is an equal opportunity employer. All qualified applications will receive consideration for employment without regard to race, age, gender identity, sexual orientation, color, religion, sex, marital status, national origin, protected veteran status, disability status, or any other status protected by federal, state, or local law.","Bothell, WA 98021",Bioinformatics/Computational Biology Scientist,False
236,"InternshipExperience the breathtaking pace of genomic innovation through Illumina’s iAspire internship program. Our 12-week, global, summer program is filled with opportunities to innovate, collaborate, and invest in yourself. Our interns work on relevant projects and programs, right alongside our engineers, scientists and corporate employees. It truly is an opportunity to learn, grow, and become a fully-integrated member of the Illumina community. The Clinical Genomics Research Group at Illumina drives the company’s efforts in the development and application of clinical whole genome sequencing (cWGS). Our group has multiple ongoing projects that focus on:
 
(a) analyzing cWGS data to diagnose patients with rare and undiagnosed genetic diseases (RUGD)
 (b) apply cutting edge technologies and bioinformatics methods to increase diagnostic yield
 (c) reducing analysis turn-around-time by automating and streamlining the workflow

The applicant will be matched with one of the projects based on their preferences and qualifications. Regardless of the project, a successful applicant will work under the supervision of bioinformatics scientists and geneticists to make a meaningful contribution to uncovering the basis of rare genetic diseases.

Candidates will gain hands on experience working alongside board-certified geneticists who diagnose children with rare genetic disorders using whole genome sequencing data and cutting-edge bioinformatic tools and workflows. This is an opportunity to play a role in laying the foundation in genomic medicine with a company that is a leader in transforming next generation sequencing.

Requirements:
PhD or Masters student in Bioinformatics, Computer Science, Genetics, Statistics or a related field.
Experience delivering clear, well-designed software.
Strong communication skills
Interest in working with a wide variety of technologies and on diverse problems.
Excellent communication skills and ability to work with users.
Proficiency with a scripting language (Python, Bash, R, etc.)
Ability to work effectively in a collaborative environment
Familiarity with genomics and DNA sequencing data analysis is a plus.
Experience with web-based application development in python and javascript is a plus
Experience with REST-based Web Services is a plus


This role is located in San Diego, CA. Candidates can apply to intern roles through October 31st, at which time they will be removed from posting. Please save the job description for all roles to which you applied, in order to reference once the postings are removed. Top candidates will move to our video interviewing platform as first step, in mid-November. Those selected for next steps will be contacted for a technical phone interview; the phone interview will be scheduled for early December . As the last step, final intern candidates are required to attend an assessment center event at our San Diego or Bay Area offices. The evening events will be held January 17th and 24th for San Diego, and January 21st for San Francisco. Candidates for San Diego roles will attend only one event in San Diego and will be notified of their assigned assessment date by mid-December. Candidates for Bay Area roles will attend the event in San Francisco on January 21st. Travel accommodations will be provided for those candidates who do not reside in the city where their assessment event is being held.

The iAspire program only supports F-1 visa status; no other visa types are eligible. F-1 students must have at least 3 months of CPT or OPT eligibility to participate.

For more information on iAspire, please visit www.illumina.com/iaspire .

EOE/Minorities/Females/Veterans/Disabled


Illumina believes that everyone has the ability to make an impact, and we are proud to be an equal opportunity employer committed to providing employment opportunity regardless of sex, race, creed, color, gender, religion, marital status, domestic partner status, age, national origin or ancestry, physical or mental disability, medical condition, sexual orientation, pregnancy, military or veteran status, citizenship status, and genetic information. If you have a disability or special need that requires accommodation, please contact us at applications@illumina.com. To learn more, visit: https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf","San Diego, CA",Computational Clinical Genomics Intern,False
237,"Job Description
When you join us at Thermo Fisher Scientific, you’ll be part of a smart, driven team that shares your passion for exploration and discovery. With revenues of $22 billion and the largest investment in R&D in the industry, we give our people the resources and opportunities to make significant contributions to the world.

Location / Division
Canoga Park, CA / Transplant Diagnostics (TDX)

How will you make an impact?

The Scientist III, Bioinformatics provides data-analytical services for R&D, process and create technical specifications for product designs, perform data collection, mining and analysis, develop requirements and execute test cases for software development projects. Works in collaboration with Research staff and other departments.

What will you do?

Provide analytical and data-processing services to Research and Manufacturing department for the development of new products, including HLA typing, NGS, protein assays, etc.
Analysis and verification of oligonucleotides for identification of target genes and their expression
Perform resolution analysis to evaluate DNA typing kits
Data mining of genomic libraries
Update technical specification for customer-facing product documentation
Manage, curate and query data in various formats including SQL databases, Excel spreadsheets, FASTA, XML, text, etc.
Perform as business analyst for software projects
Develop software tools to automate analytics or processes
Develop and execute software test plans and test cases for data analysis software
Write standard operating procedures for team
Maintain detailed and accurate records
Give technical presentations to scientific audiences

How will you get here?

Education / Experience
Bachelor’s degree from an accredited higher learning institution required, with studies in Bioinformatics, Life Sciences/Molecular Biology, Computer Science or related field AND 5 years of relevant work experience; OR Master’s degree and relevant work experience
Knowledge, Skills, Abilities
Knowledge of bioinformatics, molecular biology, serology, bio-statistics or other bio-scientific discipline
Knowledge of molecular biology, bioinformatics or computational biology.
Proficient in SQL and programming languages: C#, Python, R or VBA
Aptitude for sequence data analysis
Aptitude for creative problem-solving
Ability to quickly absorb a new discipline
Ability to work quickly and accurately with detailed technical data
Ability to use interviewing techniques to assess and obtain technical information
Ability to write original material from technical specifications, interviews, and hands-on use of software
Ability to work in an active environment and meet deadlines
Must possess strong organizational skills
Must have strong verbal and written communication skills

Preferred Qualifications
Knowledge of statistics
Working experience with Excel and SQL Server
Database administration experience


This position has not been approved for relocation assistance.


At Thermo Fisher Scientific, each one of our 70,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer.

Apply today! http://jobs.thermofisher.com

Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.



If you are an individual with a disability who requires reasonable accommodation to complete any part of our application process, click here for further assistance.

Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.","Canoga Park, CA 91304","Scientist III, Bioinformatics",False
238,"All Job Postings will close at 12:01a.m. on the specified Posting End Date (if designated).

Job Posting Title:
PBRC - Research Associate Bioinformatics

Position Type:
Other Academic

Department:
LSUPBRC Basic - Regulation of Gene Expression (Johannes M Salbaum (00010045))

Work Location:
LSU - Pennington

Pay Grade:
Other Academic

The Pennington Biomedical Research Center is seeking to fill a Research Associate position in Bioinformatics and Computational Biology. Pennington Biomedical , a campus of the Louisiana State University System located in Baton Rouge, Louisiana , is one of the largest academically based nutrition research centers in the world. The position is available in the COBRE Laboratory for Bioinformatics under the direction of Prof. Sujoy Ghosh.

Dr. Ghosh's research applies computational systems biology approaches to understand the genetic and genomic architecture underlying metabolic disease. Additionally, the laboratory collaborates extensively with national and international investigators in cardiovascular and cancer-related disorders.

Specifically, the Research Associate will have the opportunity to apply computational biology and bioinformatics methodologies on traditional transcriptomics, next generation sequencing approaches including bulk- as well as single-cell RNA-Seq, ChIP-Seq and ATAC-Seq, genome-wide association studies, and microbiome analyses that will add significant value to multiple signature research programs at PBRC.

The position provides opportunities for the development and application of innovative, cutting-edge data analytic tools and approaches to enhance the research capabilities of multiple investigators in a highly collaborative framework. Independent thinking and excellent communication skills are essential.

Qualifications: We are seeking a motivated candidate with a high level of research dedication and skill, who can quickly integrate into the research team and make productive contributions to the exciting field of high-dimensional data analysis. A Master's degree in any of the following disciplines - Bioinformatics, Statistics, Biostatistics, or Computer Science - is required.

The candidate must be familiar with handling and manipulation of large, multidimensional data sets. Skills in the use of the R statistical analysis tool as well as Python are critical, as is familiarity with a LINUX environment and multi-core computing. Expertise in publication-grade data visualization is required, and experience with additional applications (e.g. Perl, SAS, or Matlab), is highly desirable.

Salary and benefits will be commensurate with educational qualification and working experience.



Additional Job Description:


Special Instructions:
Associate - Research 1

Posting Date:
October 10, 2018

Closing Date (Open Until Filled if No Date Specified):

Additional Position Information:
Background Check - An offer of employment is contingent on a satisfactory pre-employment background check.
Benefits - LSU offers outstanding benefits to eligible employees and their dependents including health, life, dental, and vision insurance; flexible spending accounts; retirement options; various leave options; paid holidays; wellness benefits; tuition exemption for qualified positions; training and development opportunities; employee discounts; and more!

Essential Position (Y/N):
No

EEO Statement:
LSU is committed to diversity and is an equal opportunity / equal access employer.

HCM Contact Information:
Questions or concerns can be directed to the LSU Human Resources Management Office at 225-578-8200 or emailed HR@lsu.edu","Baton Rouge, LA",PBRC - Research Associate Bioinformatics,False
