DateHour,Well_ft,Tide_ft,Rain_ft
2007-10-07 07:00:00,3.53,0.664,0.0
2007-10-07 08:00:00,3.53,0.341,0.0
2007-10-07 09:00:00,3.52,-0.188,0.0
2007-10-07 10:00:00,3.52,-0.7829999999999999,0.0
2007-10-07 11:00:00,3.52,-1.2819999999999998,0.0
2007-10-07 12:00:00,3.51,-1.558,0.0
2007-10-07 13:00:00,3.51,-1.5490000000000002,0.0
2007-10-07 14:00:00,3.5,-1.2670000000000001,0.0
2007-10-07 15:00:00,3.49,-0.779,0.0
2007-10-07 16:00:00,3.49,-0.193,0.0
2007-10-07 17:00:00,3.49,0.354,0.0
2007-10-07 18:00:00,3.49,0.7190000000000001,0.0
2007-10-07 19:00:00,3.48,0.804,0.0
2007-10-07 20:00:00,3.48,0.58,0.0
2007-10-07 21:00:00,3.48,0.096,0.0
2007-10-07 22:00:00,3.48,-0.525,0.0
2007-10-07 23:00:00,3.48,-1.113,0.0
2007-10-08 00:00:00,3.47,-1.5119999999999998,0.0
2007-10-08 01:00:00,3.46,-1.631,0.0
2007-10-08 02:00:00,3.46,-1.4569999999999999,0.0
2007-10-08 03:00:00,3.45,-1.032,0.0
2007-10-08 04:00:00,3.45,-0.45,0.0
2007-10-08 05:00:00,3.43,0.15,0.0
2007-10-08 06:00:00,3.43,0.614,0.0
2007-10-08 07:00:00,3.43,0.8220000000000001,0.0
2007-10-08 08:00:00,3.43,0.721,0.0
2007-10-08 09:00:00,3.42,0.32799999999999996,0.0
2007-10-08 10:00:00,3.42,-0.263,0.0
2007-10-08 11:00:00,3.42,-0.889,0.0
2007-10-08 12:00:00,3.41,-1.3730000000000002,0.0
2007-10-08 13:00:00,3.41,-1.599,0.0
2007-10-08 14:00:00,3.41,-1.528,0.0
2007-10-08 15:00:00,3.4,-1.181,0.0
2007-10-08 16:00:00,3.4,-0.635,0.0
2007-10-08 17:00:00,3.39,-0.022000000000000002,0.0
2007-10-08 18:00:00,3.39,0.495,0.0
2007-10-08 19:00:00,3.39,0.784,0.0
2007-10-08 20:00:00,3.39,0.772,0.0
2007-10-08 21:00:00,3.39,0.45,0.0
2007-10-08 22:00:00,3.38,-0.11599999999999999,0.0
2007-10-08 23:00:00,3.38,-0.7759999999999999,0.0
2007-10-09 00:00:00,3.38,-1.34,0.0
2007-10-09 01:00:00,3.38,-1.665,0.0
2007-10-09 02:00:00,3.37,-1.685,0.0
2007-10-09 03:00:00,3.37,-1.403,0.0006875
2007-10-09 04:00:00,3.37,-0.8740000000000001,0.0029375
2007-10-09 05:00:00,3.36,-0.22399999999999998,0.0
2007-10-09 06:00:00,3.36,0.379,0.0
2007-10-09 07:00:00,3.36,0.787,0.0
2007-10-09 08:00:00,3.37,0.909,0.0
2007-10-09 09:00:00,3.36,0.708,0.0
2007-10-09 10:00:00,3.36,0.221,0.0
2007-10-09 11:00:00,3.36,-0.42700000000000005,0.0
2007-10-09 12:00:00,3.36,-1.048,0.0
2007-10-09 13:00:00,3.36,-1.474,0.0
2007-10-09 14:00:00,3.35,-1.6159999999999999,0.0
2007-10-09 15:00:00,3.35,-1.45,0.0024375
2007-10-09 16:00:00,3.34,-1.013,0.0
2007-10-09 17:00:00,3.35,-0.414,0.0
2007-10-09 18:00:00,3.35,0.184,0.00016675
2007-10-09 19:00:00,3.35,0.625,0.0
2007-10-09 20:00:00,3.35,0.8029999999999999,0.0
2007-10-09 21:00:00,3.35,0.6679999999999999,0.0
2007-10-09 22:00:00,3.35,0.23199999999999998,0.0
2007-10-09 23:00:00,3.35,-0.405,0.0
2007-10-10 00:00:00,3.34,-1.061,0.0
2007-10-10 01:00:00,3.34,-1.555,0.0
2007-10-10 02:00:00,3.34,-1.7690000000000001,0.0
2007-10-10 03:00:00,3.34,-1.659,0.0
2007-10-10 04:00:00,3.33,-1.244,0.0
2007-10-10 05:00:00,3.33,-0.62,0.0
2007-10-10 06:00:00,3.33,0.054000000000000006,0.0
2007-10-10 07:00:00,3.32,0.608,0.0
2007-10-10 08:00:00,3.32,0.922,0.0
2007-10-10 09:00:00,3.32,0.9259999999999999,0.0
2007-10-10 10:00:00,3.32,0.603,0.0
2007-10-10 11:00:00,3.32,0.027000000000000003,0.0
2007-10-10 12:00:00,3.32,-0.642,0.0
2007-10-10 13:00:00,3.32,-1.215,0.0
2007-10-10 14:00:00,3.31,-1.551,0.0
2007-10-10 15:00:00,3.31,-1.577,0.0
2007-10-10 16:00:00,3.31,-1.2919999999999998,0.0
2007-10-10 17:00:00,3.3,-0.7709999999999999,0.0
2007-10-10 18:00:00,3.3,-0.16,0.0
2007-10-10 19:00:00,3.3,0.376,0.0
2007-10-10 20:00:00,3.3,0.7070000000000001,0.0
2007-10-10 21:00:00,3.3,0.7509999999999999,0.0
2007-10-10 22:00:00,3.3,0.479,0.0
2007-10-10 23:00:00,3.3,-0.059000000000000004,0.0
2007-10-11 00:00:00,3.29,-0.725,0.0
2007-10-11 01:00:00,3.29,-1.3319999999999999,0.0
2007-10-11 02:00:00,3.29,-1.72,0.0
2007-10-11 03:00:00,3.29,-1.7919999999999998,0.0
2007-10-11 04:00:00,3.28,-1.527,0.0
2007-10-11 05:00:00,3.27,-0.99,0.0006875
2007-10-11 06:00:00,3.27,-0.315,0.0
2007-10-11 07:00:00,3.26,0.32799999999999996,0.0
2007-10-11 08:00:00,3.26,0.795,0.0
2007-10-11 09:00:00,3.26,0.986,0.0
2007-10-11 10:00:00,3.26,0.85,0.0
2007-10-11 11:00:00,3.26,0.41200000000000003,0.0
2007-10-11 12:00:00,3.25,-0.21600000000000003,0.0
2007-10-11 13:00:00,3.2,-0.863,0.0
2007-10-11 14:00:00,3.2,-1.355,0.0
2007-10-11 15:00:00,3.19,-1.568,0.0
2007-10-11 16:00:00,3.19,-1.456,0.0
2007-10-11 17:00:00,3.18,-1.0590000000000002,0.0
2007-10-11 18:00:00,3.18,-0.496,0.00014575
2007-10-11 19:00:00,3.17,0.078,0.0
2007-10-11 20:00:00,3.17,0.519,0.0
2007-10-11 21:00:00,3.17,0.7170000000000001,0.0
2007-10-11 22:00:00,3.17,0.613,0.0
2007-10-11 23:00:00,3.17,0.217,0.0
2007-10-12 00:00:00,3.17,-0.38299999999999995,0.0
2007-10-12 01:00:00,3.17,-1.03,0.0
2007-10-12 02:00:00,3.17,-1.55,0.0
2007-10-12 03:00:00,3.16,-1.8,0.0
2007-10-12 04:00:00,3.16,-1.7080000000000002,0.0
2007-10-12 05:00:00,3.15,-1.3,0.0
2007-10-12 06:00:00,3.14,-0.687,0.0
2007-10-12 07:00:00,3.14,-0.017,0.0
2007-10-12 08:00:00,3.14,0.556,0.0
2007-10-12 09:00:00,3.14,0.9059999999999999,0.0
2007-10-12 10:00:00,3.14,0.953,0.0
2007-10-12 11:00:00,3.14,0.685,0.0
2007-10-12 12:00:00,3.13,0.16899999999999998,0.0
2007-10-12 13:00:00,3.13,-0.467,0.0
2007-10-12 14:00:00,3.13,-1.054,0.0
2007-10-12 15:00:00,3.12,-1.431,0.0
2007-10-12 16:00:00,3.12,-1.499,0.0
2007-10-12 17:00:00,3.12,-1.256,0.0
2007-10-12 18:00:00,3.11,-0.79,0.0
2007-10-12 19:00:00,3.11,-0.235,0.0
2007-10-12 20:00:00,3.1,0.268,0.0
2007-10-12 21:00:00,3.1,0.589,0.0
2007-10-12 22:00:00,3.1,0.64,0.0
2007-10-12 23:00:00,3.1,0.39899999999999997,0.0
2007-10-13 00:00:00,3.1,-0.08199999999999999,0.0
2007-10-13 01:00:00,3.1,-0.693,0.0
2007-10-13 02:00:00,3.09,-1.284,0.0
2007-10-13 03:00:00,3.09,-1.6840000000000002,0.0
2007-10-13 04:00:00,3.09,-1.7719999999999998,0.0
2007-10-13 05:00:00,3.08,-1.526,0.0
2007-10-13 06:00:00,3.08,-1.023,0.0
2007-10-13 07:00:00,3.07,-0.389,0.0
2007-10-13 08:00:00,3.07,0.23600000000000002,0.0
2007-10-13 09:00:00,3.06,0.708,0.0
2007-10-13 10:00:00,3.06,0.92,0.0
2007-10-13 11:00:00,3.06,0.828,0.0
2007-10-13 12:00:00,3.06,0.465,0.0
2007-10-13 13:00:00,3.06,-0.084,0.0
2007-10-13 14:00:00,3.06,-0.6890000000000001,0.0
2007-10-13 15:00:00,3.06,-1.182,0.0
2007-10-13 16:00:00,3.05,-1.4180000000000001,0.0
2007-10-13 17:00:00,3.04,-1.345,0.0
2007-10-13 18:00:00,3.04,-1.014,0.0
2007-10-13 19:00:00,3.04,-0.53,0.0
2007-10-13 20:00:00,3.04,-0.018000000000000002,0.0
2007-10-13 21:00:00,3.03,0.387,0.0
2007-10-13 22:00:00,3.03,0.5710000000000001,0.0
2007-10-13 23:00:00,3.03,0.483,0.0
2007-10-14 00:00:00,3.03,0.145,0.0
2007-10-14 01:00:00,3.03,-0.373,0.0
2007-10-14 02:00:00,3.03,-0.9590000000000001,0.0
2007-10-14 03:00:00,3.03,-1.4569999999999999,0.0
2007-10-14 04:00:00,3.02,-1.7109999999999999,0.0
2007-10-14 05:00:00,3.01,-1.645,0.0
2007-10-14 06:00:00,3.01,-1.291,0.0
2007-10-14 07:00:00,3.01,-0.746,0.0
2007-10-14 08:00:00,3.01,-0.131,0.0
2007-10-14 09:00:00,3.01,0.415,0.0
2007-10-14 10:00:00,3.0,0.764,0.0
2007-10-14 11:00:00,3.0,0.841,0.0
2007-10-14 12:00:00,3.0,0.647,0.0
2007-10-14 13:00:00,3.0,0.23199999999999998,0.0
2007-10-14 14:00:00,3.0,-0.314,0.0
2007-10-14 15:00:00,3.0,-0.852,0.0
2007-10-14 16:00:00,3.0,-1.222,0.0
2007-10-14 17:00:00,3.0,-1.321,0.0
2007-10-14 18:00:00,2.99,-1.148,0.0
2007-10-14 19:00:00,2.99,-0.7759999999999999,0.0
2007-10-14 20:00:00,2.98,-0.308,0.0
2007-10-14 21:00:00,2.97,0.133,0.0
2007-10-14 22:00:00,2.97,0.42,0.0
2007-10-14 23:00:00,2.97,0.474,0.0
2007-10-15 00:00:00,2.97,0.285,0.0
2007-10-15 01:00:00,2.97,-0.106,0.0
2007-10-15 02:00:00,2.97,-0.626,0.0
2007-10-15 03:00:00,2.97,-1.1520000000000001,0.0
2007-10-15 04:00:00,2.96,-1.53,0.0
2007-10-15 05:00:00,2.95,-1.642,0.0
2007-10-15 06:00:00,2.94,-1.465,0.0
2007-10-15 07:00:00,2.94,-1.053,0.0
2007-10-15 08:00:00,2.93,-0.504,0.0
2007-10-15 09:00:00,2.93,0.06,0.0
2007-10-15 10:00:00,2.93,0.506,0.0
2007-10-15 11:00:00,2.92,0.733,0.0
2007-10-15 12:00:00,2.92,0.708,0.0
2007-10-15 13:00:00,2.92,0.452,0.0
2007-10-15 14:00:00,2.92,0.019,0.0
2007-10-15 15:00:00,2.92,-0.49,0.0
2007-10-15 16:00:00,2.91,-0.9329999999999999,0.0
2007-10-15 17:00:00,2.91,-1.182,0.0
2007-10-15 18:00:00,2.9,-1.181,0.0
2007-10-15 19:00:00,2.9,-0.9540000000000001,0.0
2007-10-15 20:00:00,2.9,-0.575,0.0
2007-10-15 21:00:00,2.89,-0.14800000000000002,0.0
2007-10-15 22:00:00,2.89,0.203,0.0
2007-10-15 23:00:00,2.89,0.379,0.0
2007-10-16 00:00:00,2.89,0.33799999999999997,0.0
2007-10-16 01:00:00,2.89,0.08900000000000001,0.0
2007-10-16 02:00:00,2.89,-0.32299999999999995,0.0
2007-10-16 03:00:00,2.89,-0.8109999999999999,8.325e-05
2007-10-16 04:00:00,2.88,-1.25,0.0
2007-10-16 05:00:00,2.88,-1.5119999999999998,0.0
2007-10-16 06:00:00,2.88,-1.5219999999999998,0.0
2007-10-16 07:00:00,2.87,-1.281,0.0
2007-10-16 08:00:00,2.87,-0.847,8.325e-05
2007-10-16 09:00:00,2.87,-0.322,0.0
2007-10-16 10:00:00,2.86,0.17,0.0
2007-10-16 11:00:00,2.86,0.516,0.0
2007-10-16 12:00:00,2.86,0.653,0.0
2007-10-16 13:00:00,2.86,0.564,0.0
2007-10-16 14:00:00,2.86,0.276,0.0
2007-10-16 15:00:00,2.86,-0.146,0.0
2007-10-16 16:00:00,2.86,-0.5920000000000001,0.0
2007-10-16 17:00:00,2.86,-0.943,0.0
2007-10-16 18:00:00,2.86,-1.107,0.0
2007-10-16 19:00:00,2.85,-1.05,0.0
2007-10-16 20:00:00,2.85,-0.799,0.0001665
2007-10-16 21:00:00,2.85,-0.434,0.0
2007-10-16 22:00:00,2.85,-0.066,0.0
2007-10-16 23:00:00,2.84,0.203,0.0
2007-10-17 00:00:00,2.84,0.303,0.0
2007-10-17 01:00:00,2.84,0.20800000000000002,0.0
2007-10-17 02:00:00,2.84,-0.07,0.0
2007-10-17 03:00:00,2.84,-0.47200000000000003,0.0
2007-10-17 04:00:00,2.84,-0.905,0.0
2007-10-17 05:00:00,2.83,-1.262,0.0
2007-10-17 06:00:00,2.83,-1.446,0.0
2007-10-17 07:00:00,2.82,-1.4,0.0
2007-10-17 08:00:00,2.82,-1.127,0.0
2007-10-17 09:00:00,2.82,-0.6970000000000001,0.0
2007-10-17 10:00:00,2.81,-0.21600000000000003,0.0
2007-10-17 11:00:00,2.81,0.20600000000000002,0.0
2007-10-17 12:00:00,2.81,0.485,0.0
2007-10-17 13:00:00,2.81,0.5670000000000001,0.0
2007-10-17 14:00:00,2.81,0.442,0.0005207499999999999
2007-10-17 15:00:00,2.81,0.147,0.00045824999999999994
2007-10-17 16:00:00,2.81,-0.24100000000000002,0.001
2007-10-17 17:00:00,2.81,-0.631,8.325e-05
2007-10-17 18:00:00,2.81,-0.927,0.0
2007-10-17 19:00:00,2.81,-1.0490000000000002,0.0
2007-10-17 20:00:00,2.81,-0.9640000000000001,0.0
2007-10-17 21:00:00,2.8,-0.7090000000000001,0.0
2007-10-17 22:00:00,2.8,-0.37200000000000005,0.0
2007-10-17 23:00:00,2.8,-0.051,0.0
2007-10-18 00:00:00,2.8,0.17300000000000001,0.0
2007-10-18 01:00:00,2.8,0.239,0.0
2007-10-18 02:00:00,2.8,0.12,0.0
2007-10-18 03:00:00,2.8,-0.157,0.0
2007-10-18 04:00:00,2.8,-0.527,0.0
2007-10-18 05:00:00,2.78,-0.9129999999999999,0.0
2007-10-18 06:00:00,2.78,-1.227,0.0
2007-10-18 07:00:00,2.77,-1.3780000000000001,0.0
2007-10-18 08:00:00,2.77,-1.308,0.0
2007-10-18 09:00:00,2.76,-1.03,0.0
2007-10-18 10:00:00,2.76,-0.621,0.0
2007-10-18 11:00:00,2.76,-0.179,0.0
2007-10-18 12:00:00,2.76,0.205,0.000125
2007-10-18 13:00:00,2.75,0.452,0.0
2007-10-18 14:00:00,2.75,0.506,0.0
2007-10-18 15:00:00,2.75,0.369,0.0
2007-10-18 16:00:00,2.75,0.087,0.0
2007-10-18 17:00:00,2.74,-0.278,0.0
2007-10-18 18:00:00,2.74,-0.652,0.0
2007-10-18 19:00:00,2.74,-0.937,0.0
2007-10-18 20:00:00,2.73,-1.045,0.0
2007-10-18 21:00:00,2.73,-0.951,0.0
2007-10-18 22:00:00,2.73,-0.7020000000000001,0.0
2007-10-18 23:00:00,2.73,-0.381,0.0
2007-10-19 00:00:00,2.72,-0.067,0.0
2007-10-19 01:00:00,2.72,0.157,0.0
2007-10-19 02:00:00,2.72,0.222,0.0
2007-10-19 03:00:00,2.72,0.111,0.0
2007-10-19 04:00:00,2.72,-0.14400000000000002,0.0
2007-10-19 05:00:00,2.72,-0.491,0.0
2007-10-19 06:00:00,2.72,-0.87,0.0
2007-10-19 07:00:00,2.71,-1.188,0.0
2007-10-19 08:00:00,2.71,-1.34,0.0
2007-10-19 09:00:00,2.71,-1.271,0.0
2007-10-19 10:00:00,2.7,-1.006,0.0
2007-10-19 11:00:00,2.7,-0.614,0.00114575
2007-10-19 12:00:00,2.7,-0.18,0.0
2007-10-19 13:00:00,2.7,0.204,0.0
2007-10-19 14:00:00,2.7,0.445,0.0
2007-10-19 15:00:00,2.7,0.496,0.0008957500000000001
2007-10-19 16:00:00,2.69,0.364,0.0
2007-10-19 17:00:00,2.69,0.084,0.0
2007-10-19 18:00:00,2.69,-0.3,0.0
2007-10-19 19:00:00,2.69,-0.7020000000000001,0.0
2007-10-19 20:00:00,2.69,-1.005,0.0
2007-10-19 21:00:00,2.68,-1.119,0.0
2007-10-19 22:00:00,2.68,-1.0270000000000001,0.0
2007-10-19 23:00:00,2.68,-0.773,6.25e-05
2007-10-20 00:00:00,2.68,-0.424,6.25e-05
2007-10-20 01:00:00,2.68,-0.07200000000000001,0.0
2007-10-20 02:00:00,2.68,0.187,0.0
2007-10-20 03:00:00,2.67,0.284,0.00010425
2007-10-20 04:00:00,2.67,0.205,0.006
2007-10-20 05:00:00,2.66,-0.033,0.003604
2007-10-20 06:00:00,2.67,-0.39799999999999996,0.0
2007-10-20 07:00:00,2.67,-0.8170000000000001,0.0
2007-10-20 08:00:00,2.68,-1.173,0.0
2007-10-20 09:00:00,2.68,-1.3519999999999999,0.0
2007-10-20 10:00:00,2.68,-1.305,0.0
2007-10-20 11:00:00,2.68,-1.0490000000000002,0.0
2007-10-20 12:00:00,2.67,-0.644,0.00039575
2007-10-20 13:00:00,2.67,-0.182,0.0005625
2007-10-20 14:00:00,2.67,0.226,0.0032917499999999995
2007-10-20 15:00:00,2.67,0.48700000000000004,0.0185625
2007-10-20 16:00:00,2.67,0.5529999999999999,0.0
2007-10-20 17:00:00,2.78,0.419,0.0
2007-10-20 18:00:00,2.89,0.098,0.000125
2007-10-20 19:00:00,2.97,-0.35,0.0
2007-10-20 20:00:00,3.0,-0.8109999999999999,6.25e-05
2007-10-20 21:00:00,3.01,-1.1520000000000001,0.0
2007-10-20 22:00:00,3.02,-1.284,0.0
2007-10-20 23:00:00,3.03,-1.1840000000000002,0.0
2007-10-21 00:00:00,3.04,-0.883,0.0
2007-10-21 01:00:00,3.04,-0.46399999999999997,0.0
2007-10-21 02:00:00,3.04,-0.036000000000000004,0.0
2007-10-21 03:00:00,3.05,0.29100000000000004,0.0
2007-10-21 04:00:00,3.05,0.447,0.0
2007-10-21 05:00:00,3.05,0.396,0.0
2007-10-21 06:00:00,3.05,0.136,0.0
2007-10-21 07:00:00,3.05,-0.29100000000000004,0.0
2007-10-21 08:00:00,3.05,-0.7829999999999999,0.0
2007-10-21 09:00:00,3.05,-1.202,0.0
2007-10-21 10:00:00,3.04,-1.4280000000000002,0.0
2007-10-21 11:00:00,3.04,-1.402,0.0
2007-10-21 12:00:00,3.04,-1.128,0.0
2007-10-21 13:00:00,3.04,-0.677,0.0
2007-10-21 14:00:00,3.03,-0.162,0.0
2007-10-21 15:00:00,3.03,0.295,0.0
2007-10-21 16:00:00,3.03,0.594,0.0
2007-10-21 17:00:00,3.03,0.669,0.0
2007-10-21 18:00:00,3.03,0.49200000000000005,0.0
2007-10-21 19:00:00,3.03,0.087,0.0
2007-10-21 20:00:00,3.02,-0.45299999999999996,0.0
2007-10-21 21:00:00,3.02,-0.992,0.0
2007-10-21 22:00:00,3.02,-1.3840000000000001,0.0
2007-10-21 23:00:00,3.01,-1.525,0.0
2007-10-22 00:00:00,3.01,-1.38,0.0
2007-10-22 01:00:00,3.01,-0.993,0.0
2007-10-22 02:00:00,3.01,-0.47,0.0
2007-10-22 03:00:00,3.01,0.063,0.0
2007-10-22 04:00:00,3.0,0.485,0.0
2007-10-22 05:00:00,3.0,0.6970000000000001,0.0
2007-10-22 06:00:00,3.0,0.64,0.0
2007-10-22 07:00:00,2.99,0.316,0.0
2007-10-22 08:00:00,2.99,-0.20199999999999999,0.0
2007-10-22 09:00:00,2.99,-0.789,0.0
2007-10-22 10:00:00,2.99,-1.288,0.0
2007-10-22 11:00:00,2.98,-1.561,0.0
