,job_description,job_location,job_title,sponsored
376,"Apply with LinkedIn


As a member of the Content group, you will join a dynamic cross-functional team composed of biologists, ontologists, and software engineers working on truly cutting-edge technology. This is an excellent opportunity for individuals with training in biology or medicine to contribute to the advancement of science. The Content group is responsible for the development of the Ingenuity Knowledge Base and its integration into QIAGEN’s Ingenuity product line, supporting interpretation of ‘omics data including expression studies and genomic data.

As a Content Scientist, you will have a major role in the curation group, including in the development and implementation of an updated curation protocol and advanced curation tools. We are responsible for curation of a variety of sources of biomedical content on topics such as the genetics of disease and molecular and cellular biology. Within this effort, the Content Scientist will work on the collaborative development, testing, and refinement of scientific content development processes such as variant scoring and curation of the genetic literature.

We seek an experienced scientist with an eye for detail and a dedication to quality to join our dynamic multidisciplinary team.
Position Requirements


Knowledge, Skills, Abilities:
Excellent attention to detail.Excellent written and oral communication skills.Excellent technical writing skills.
Preferred Experience:
1+ years of experience in curation of the biological/biomedical literature.Experience in training others in scientific curation using defined specifications and protocol.Experience in development of curation protocols and tools.Experience working with biological/biomedical ontologies.Experience in human or clinical genetics.Experience in classification of human variants according to existing guidelines.Excellent critical and analytical thinking with strong attention to detail.Energetic and open-minded individual with excellent verbal and written communication skills.Willingness and enthusiasm to learn and practice new technologies and skills as needed to get the job done.
Personal Requirements


Education:
MD or PhD in the biological sciences, preferably in field relating directly to human genetics or human disease.
We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.","Redwood City, CA",Content Scientist,False
377,"Location: Fremont, CA

Scientist - Chemistry
We are seeking chemists who enjoy working on hard synthetic and medicinal chemistry problems. Our in silico platform generates novel molecular scaffolds that are well differentiated from those in traditional drug-like compound libraries. You will be able to work on a steady stream of such novel scaffolds with significant potential therapeutic impact. You will have the opportunity to synthesize these new chemical entities and design routes to previously unaccessed portions of chemical space.

As a member of our drug discovery team, you will be a part of a collaborative and fast-paced, multi-disciplinary research environment, working closely with our biologists and molecular modeling experts.

Qualifications:
PhD in Chemistry or related discipline
Strong interpersonal and communication skills (both written and verbal)
Knowledge of heterocyclic and organometallic chemistry is a plus","Fremont, CA 94538 (Irvington area)",Scientist - Chemistry,False
378,"How to Apply
A cover letter is required for consideration for this position and should be attached as the first page of your resume. The cover letter should address your specific interest in the position and outline skills and experience that directly relate to this position. The contact information of 3 work-related references is also required.
Job Summary
The Spence laboratory is part of the Department of Internal Medicine, the Department of Cell and Developmental Biology and the Department of Biomedical Engineering at the University of Michigan Medical School. We are recruiting a highly motivated computational biologist/bioinformatician/data analyst to join our research team, and to support ongoing work aimed at understanding human development. Our research seeks to understand development, cellular heterogeneity, cell-cell communication and progenitor/stem cell regulation, and implements a variety of high throughput sequencing technologies, including bulk and single cell RNA sequencing, DNA sequencing and ATAC sequencing.
The Spence lab is a highly energetic and collaborative group made up of undergraduate and graduate students, postdoctoral fellows and staff scientists. We conduct team-based science, while fostering and encouraging intellectual independence and creative approaches to addressing biological questions. As a laboratory, our whole team is committed to fostering a safe, peaceful and respectful environment for everyone to work towards common scientific goals. We actively support a diverse workforce.
Responsibilities*
Specific Duties for the position include:

1. In collaboration with other lab members, job duties include generating and analyzing large and complex biological datasets using reproducible analysis approaches (e.g. analysis pipelines).
2. Job duties also include staying current with emerging analytical/computational approaches and implementing new data analysis tools.
3. The position requires preparation and presentation data to lab members and collaborators and will include contributing to publications.
Required Qualifications*Masters degree in informatics, biostatistics or similar.Experience with analysis of high throughput sequencing data. Single cell experience preferred.Some training in cell or developmental biology is preferred, but not essential.Excellent organizational and time management skills.Ability to work independently and as part of a team.Contribute to the completion of project goals in a timely manner.Have mastery of one or more scripting/programming languages (R and Python preferred).Excellent written and verbal communication skills, as well as interpersonal skills contributing to a strong team environment are required.
Background Screening
Michigan Medicine conducts background screening and pre-employment drug testing on job candidates upon acceptance of a contingent job offer and may use a third party administrator to conduct background screenings. Background screenings are performed in compliance with the Fair Credit Report Act.
Mission Statement
Michigan Medicine improves the health of patients, populations and communities through excellence in education, patient care, community service, research and technology development, and through leadership activities in Michigan, nationally and internationally. Our mission is guided by our Strategic Principles and has three critical components; patient care, education and research that together enhance our contribution to society.
Application Deadline
Job openings are posted for a minimum of seven calendar days. This job may be removed from posting boards and filled anytime after the minimum posting period has ended.","Ann Arbor, MI",Bioinfo-Comput Biologist Assoc,False
379,"Verge Genomics is seeking a biostatistician to help us revolutionize the way drugs are discovered & developed. Currently, it takes 12 years and $2.6 billion to get a single drug to market, with the drug discovery and development process costing $1.4 billion. At Verge Genomics, we believe there is a better way: we aim to improve the traditional drug discovery process with approaches based on systems biology, machine learning on human patient data, and drug screening in human cell cultures.

We recently raised $32 million in Series A financing to build a next-generation biopharmaceutical company focused on accelerating development of life-saving treatments for patients with neurodegenerative diseases, including ALS, Parkinson’s Disease, and Alzheimer’s Disease. We are looking for outstanding individuals to join our motivated team. Our employees are our most important assets: we are a team of founders, excited to learn, apply our scientific expertise, and make a real impact.
Position Summary
Do you dream in data? Are you looking roll up your sleeves and tackle difficult problems? Verge Genomics is looking for a biostatistician to identify gene targets and small molecules that therapeutically reverse neurodegenerative diseases. You will lead projects to ensure the statistical rigor of our ongoing drug screen studies. Using a combination of simulated and empirical data, you will design experiments and analyze their results to determine the extent to which drugs have significant therapeutic effect in our pre-clinical model systems. Alongside our team of computational biologists, you will help design database architecture and software API to rapidly store and access statistical results from our database and web portal. You will have extensive experience analyzing, mining, and developing visualizations for high dimensional data.
You will be excited to work here because:
You will perform statistical analyses and modeling, including design of pre-clinical studies, algorithm development, quality monitoring, and process automation.
You will play a central role in our new drug screen studies from conception to completion by ensuring that studies are designed with sufficient power and use appropriate endpoints.
You will work with our team of software engineers to automate core statistical analyses and ensure your results are integrated into further downstream analyses.
You will play a meaningful role in authoring pre-clinical study reports and other public manuscripts documenting our results.
You will be an advocate for good science by remaining abreast of statistical advances in the field and sharing our best statistical work with the outside world by submitting peer-reviewed manuscripts to relevant journals.
We will be excited for you to join us because you bring:
MS or PhD with 1-5 years of experience in statistics, mathematics, computer science, computational biology, or related field.
Proven expertise in biostatistical paradigms for drug screen studies, including simulation methods to predict power, models to account for bias, and methods to meta-analyze results from multiple experiments
Experience with computationally intensive statistical methods, such as Monte Carlo methods, local regression, artificial neural networks, and others.
Demonstrated fluency with R and Python, including knowledge of relevant statistical packages and libraries.
Experience working with large relational datasets, using SQL and basic database design.
Experience with data analysis and software engineering in Linux/Unix/OSX in a cloud-based environment (AWS).
Excellent team communication skills and ability to collaborate across our organization
The startup nature of Verge Genomics provides multiple growth opportunities into other areas of the company. As one of the early employees at Verge, your work will have a direct impact on the foundation of a groundbreaking new drug development model. In addition to competitive compensation and benefits, we offer perks like unlimited vacation/sick days, free lunch, and weekly happy hours.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","San Francisco, CA 94103 (South Of Market area)",Biostatistician,False
380,"$61,218 - $73,375 a yearPart-timeDuties
Summary

This is a Public Notice. Please read this Public Notice in its entirety prior to submitting your application for consideration. Please note this is not a Federal Vacancy Announcement and mention of general schedule is for refernce only - please visit the Gulf of Mexico Fishery Management Council 's website at www.gulfcouncil.org under the About Us Tab. If there are no positions listed, Gulf of Mexico Fishery Management Council is not actively recruiting.

Responsibilities

This is a Public Notice. Please read this Public Notice in its entirety prior to submitting your application for consideration.


The directions for applying to this announcement can be found in the “How to Apply” section of this Public Notice.


The Council is seeking to hire a Fishery Biologist who will be under the direct supervision of the Deputy Executive Director. The primary responsibility of this position is the development of fishery management plans and amendments to those plans, environmental impact statements, framework actions, scoping documents, presentations, newsletters, and other public information materials as assigned. Other responsibilities include identifying and characterizing relevant biological and fishery data useful for analyzing management actions in fisheries management plans through available sources, such as National Marine Fisheries Service (NMFS), state and university laboratories, and other agencies or institutions.
The work requires travel throughout the Gulf of Mexico and elsewhere as needed, to attend Council meetings and other related meetings such as Scientific and Statistical Committee, stock assessment, Advisory Panel meetings.

Travel Required
50% or less - The work requires travel throughout the Gulf of Mexico and elsewhere as needed, to attend Council meetings and other related meetings such as Scientific and Statistical Committee, stock assessment, Advisory Panel meetings.
Supervisory status
No
Promotion Potential
12
Job family (Series)
0482 Fish Biology
Requirements

Requirements
Conditions of Employment


Strong oral and written communication skills to interact with the general public, other staff, and Council members.

Qualifications
Master’s degree or higher from an accredited college or university with major study and research emphasis in the field of marine fisheries biology, marine resource management, environmental sciences or population dynamics.
Education

Master’s degree or higher from an accredited college or university with major study and research emphasis in the field of marine fisheries biology, marine resource management, environmental sciences or population dynamics.

Additional information

The Gulf Council is an Equal Employment Opportunity employer that does not discriminate on the basis of race, color, religion, national origin, age, disability, reprisal, sex, sexual orientation, status as parent, or any other characteristic protected by applicable federal, state or local laws (50 CFR 600.120). Council staff positions are filled solely on the basis of merit, competence, and qualifications. Privacy Act Notice: The information requested here is used to determine qualifications for employment and is authorized under Title 5 U.S.C. 3302 and 3361.
This agency provides reasonable accommodations to applicants with disabilities where appropriate. Applicants requiring reasonable accommodation for any part of the application and hiring process should contact the hiring agency directly. Determinations on requests for reasonable accommodation will be made on a case-by-case basis.
The information requested here is used to determine qualifications for employment and is authorized under Title 5 U.S.C. 3302 and 3361.

How You Will Be Evaluated
You will be evaluated for this job based on how well you meet the qualifications above.

Knowledge of Gulf of Mexico fisheries management systems, fisheries biology or ecology; demonstration in proficiency of technical writing; knowledge of stock assessment modeling, and/or population dynamics.
Preference will be given to applicants for demonstrated knowledge, skill and ability mentioned in this public notice.

To preview questions please click here .

Background checks and security clearance
Security clearance
Not Applicable
Drug test required
No
Required Documents

Required Documents

A complete application consists of the following:
Cover Letter
Complete Resume or Curriculum Vitae
Contact Information for Three References
Professional Writing Sample
Relevant Certifications

If you are relying on your education to meet qualification requirements:
Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education .
Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.
Benefits

Benefits
A career with the U.S. Government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Learn more about federal benefits .

Health, dental, life, and disability insurance

401k retirement plan

Annual and sick leave

Paid holidays

Potential Merit pay

Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. Contact the hiring agency for more information on the specific benefits offered.","Tampa, FL",Fishery Biologist (Public Notice Flyer),False
381,"Overview
Cures Start Here. At Fred Hutchinson Cancer Research Center, home to three Nobel laureates, interdisciplinary teams of world-renowned scientists seek new and innovative ways to prevent, diagnose and treat cancer, HIV/AIDS and other life-threatening diseases. Fred Hutch’s pioneering work in bone marrow transplantation led to the development of immunotherapy, which harnesses the power of the immune system to treat cancer. An independent, nonprofit research institute based in Seattle, Fred Hutch houses the nation’s first cancer prevention research program, as well as the clinical coordinating center of the Women’s Health Initiative and the international headquarters of the HIV Vaccine Trials Network. Careers Start Here.

The Paulovich Lab at Fred Hutch (http://research.fhcrc.org/paulovich/en.html) is an interdisciplinary team whose mission is to develop and implement tools for protein quantification to enable precision medicine. Our group is highly collaborative, participating in national and international consortia in which teams of scientists, statisticians, and clinicians work together to solve clinical or biological problems to impact human health.

This is a terrific leadership opportunity for a highly motivated, interactive, upper level biologist to join our translational proteomics team to help drive translational projects forward towards clinical applications by participating in planning and executing proteomic experiments, and spearheading the analysis and interpretation of proteomic results.
Responsibilities
Generate mass spectrometry (MS)-based proteomics data (training will be provided for the candidate with excellent qualifications but no prior MS experience)
Analyze proteomic (mass spectrometry) datasets and contribute to interpreting the results to discern clinical or biological insights from proteomics and proteogenomic experiments
Think independently about new results, connect them to domain knowledge, and formulate novel and testable hypotheses to glean clinical or biological insights; communicate new ideas to the team frequently and effectively (i.e., an interactive thought leader)
Collaborate effectively with an interdisciplinary team spanning expertise in biology, analytical chemistry, and statistics
Collaborate with others to develop new methods and tools that support research objectives
Prepare and deliver presentations (oral, poster, and written reports)
Prepare and publish scientific manuscripts (in peer-reviewed journals) and reports
Qualifications
Required
Ph.D. degree and 3+ years experience in Biology, Molecular Genetics, or related discipline (Master’s degree is acceptable for the exceptional candidate)
Previous hands-on bench experience in analytical chemistry, biochemistry, or molecular biology
The position includes drafting manuscripts for publication and giving oral presentations on consortium teleconferences as well as national and international meetings; thus a demonstrated track record of peer-reviewed journal publications (including publications as first author), as well as excellent English written and oral communication skills, are required.
The work is rigorously quantitative, and exquisite attention to detail and the ability to adhere to standard operating protocols (SOP) are critical.
Fundamental understanding of cancer biology
Ability to read and critically evaluate scientific literature related to team projects
Ability to think independently about new results, connect them to domain knowledge, and formulate novel and testable hypotheses to glean clinical or biological insights
Ability to work as part of an interdisciplinary team
Ability to function independently with minimal supervision
Proficiency with MS Office programs (Word, Powerpoint, Excel, and Access)
Ability to multi-task efficiently in a highly interactive team environment
Must be comfortable in a milestone-driven environment, with quarterly objectives
Willingness to learn new techniques
Passion for translational biology and strong work ethic

Desired
Basic familiarity with mass spectrometry fundamentals and associated data (discovery shotgun MS and targeted LC-MRM-MS) is a plus
Previous work in cancer biology, DNA damage response, or immunotherapy is a plus
Previous experience in a CLIA or clinical lab environment is a plus

Our Commitment to Diversity
We are committed to cultivating a workplace in which diverse perspectives and experiences are welcomed and respected. We are proud to be an Equal Opportunity and VEVRAA Employer. We do not discriminate on the basis of race, color, religion, creed, ancestry, national origin, sex, age, disability, marital or veteran status, sexual orientation, gender identity, political ideology, or membership in any other legally protected class. We are an Affirmative Action employer. We encourage individuals with diverse backgrounds to apply and desire priority referrals of protected veterans. If due to a disability you need assistance/and or a reasonable accommodation during the application or recruiting process, please send a request to our Employee Services Center at escmail@fredhutch.org or by calling 206-667-4700.","Seattle, WA 98109 (Westlake area)","Senior Biologist, Proteomics",False
382,"ContractStatistician with Biology BackgroundCambridge, MALarge Pharmaceutical Client in Boston area is actively looking for a Biologist / Statistician with the following skills:This position will be using your Statistical Background to support the pre-clinical/early compound development to determine which compounds would proceed to the next levelThis is not a Lab positionNon-Clinical Statistics (SAS, JMP, Matlab, R, Python, Prism - any would work). Work on Non-Linear Regression models to provide statistics for response rates of biology compoundsStrong knowledge of In-Vitro/In-Vivo Cell based Assay for disease modelsKnowledge of Gene/Genetic/Animal Research studiesAdvanced Degree in Statistics with minor/undergrad in Biology (or vice versa)Minimum of 3+ years of hands on / industry experienceJob Type: ContractExperience:Statistics: 4 years (Required)Mammalian cell culture: 3 years (Preferred)Biology: 3 years (Required)Education:Master's (Required)","Cambridge, MA",Biologist / Statistician,False
383,"Responsibilities
The Gladstone Genomics Core offers next-generation sequencing (NGS) services to enable cutting-edge genomics, transcriptomics, and epigenomics studies. It offers several types of library preparations for bulk and single-cell NGS, including quality control steps and sequencing on various platforms. The Core is constantly looking to expand its range of services with the latest techniques.

We are currently recruiting for a highly motivated molecular biologist to join our Genomics Core. This is a laboratory-based position, and expertise in NGS techniques is highly preferred.

Duties & Responsibilities:
Isolation of DNA/RNA, NGS library preparations and sequencing using various techniques and platforms
Design, set up and execute experiments, follow protocols in minute details and analyse resultant data within agreed timelines
Perform experiments to explore new techniques and technologies in the NGS field
Keep detailed records of high quality, reproducible experiments to share with team and customers
Communicating results and issues to team and customers with clarity and precision, both verbally and in writing
General lab maintenance, management of biosafety protocols, ordering supplies and equipment management
Qualifications
Education/Skills/Experience Required:
BS in Molecular Biology or related field and 1+ year of relevant laboratory experience
Molecular biology techniques such as DNA/RNA isolation, PCR, qPCR, column- and bead-based purification
Strong organizational skills including ability to work on multiple project, prioritise and work under pressure
High level of attention to detail is crucial
Good oral and written communication skills
Ability to work individually and as part of a team
Good interpersonal skills and team ethic
Demonstrated ability to learn quickly and apply new concepts and techiniques

Experience Preferred:
MS in Molecular Biology or related field and 2+ years of relevant laboratory experience
Experience with NGS library preparations, single-cell NGS and Illumina sequencers
Experience working in a genomics/sequencing lab in an academic or industrial setting

Notes:
A Research Technologist position in a Core is equivalent to a Research Associate position in an academic group.
Title and salary for this position will be commensurate with education and experience.
About Gladstone
The Gladstone Institutes is an independent, not-for-profit research institution affiliated with the University of California San Francisco (UCSF), contributing to the health and well-being of all people through medical research, education, and outreach in the areas of heart disease, HIV/AIDS, and neurological disease. Gladstone is composed of three separate institutes and approximately 400 employees. Our employees receive exceptional benefits. We are located in an award-winning building adjacent to UCSF's Mission Bay Campus. Gladstone has consistently ranked as one of the top places to work in academia in the United States.","San Francisco, CA",Research Technologist,False
384,"Overview
Medical Science & Computing (MSC) is an exciting growth oriented company, dedicated to providing mission critical scientific and technical services to the Federal Government. We have a distinguished history of supporting the National Institutes of Health (NIH) and other government agencies. MSC offers a dynamic and upbeat work environment, excellent benefits and career growth opportunities.

We attract the best people in the business with our competitive benefits package that includes medical, dental and vision coverage, 401k plan with employer contribution, paid holidays, vacation, Medical and Flexible Spending Accounts, Pre-Tax Transit Assistance and tuition reimbursement. If you enjoy being a part of a high performing, professional service and technology focused organization, please apply today!

Duties & Responsibilities
Medical Science & Computing is searching for an experienced Computational Biologist / Bioinformatician to provide support for a virology lab supporting the National Institutes of Health (NIH). This opportunity is a permanent, full-time position with MSC and is on-campus at the NIH in Bethesda, MD.

Perform bioinformatic analyses of ChIP-Seq, RNA-Seq, genome-wide RNAi and CRISPR screens, and 4C data generated from next generation sequencing.
Train and guide bench scientists on bioinformatics data analysis.
Perform scientific literature searches.
Provide monthly progress notes on assigned projects.
Write and submit research papers to peer-reviewed scientific journals.
Give laboratory presentations about important scientific papers.
Produce presentation slides for meetings.
Submit final progress reports and future directions on projects.
Responsible for and author work products and documents related to performing bioinformatics analyses of ChIP-Seq, RNA-Seq, genome-wide RNAi and CRISPR screens, and 4C data generated from next generation sequencing.
Requirements
Ph.D. in Bioinformatics, Statistics, Mathematics, Physics or Computer Sciences or related discipline. Three (3) years of specialized experience plus a Master’s Degree is equivalent to a Ph.D. Five (5) years of specialized experience plus a Bachelor’s Degree is equivalent to a Ph.D.
Minimum of six (6) years of research experience in bioinformatics and statistics.
Strong computer programming skills in Python/Perl, R, Java, C/C++, and database management
Expertise in Linux/Unix environments.
Strong presentation, self-motivational and problem-solving skills.
Outstanding interpersonal and teamwork skills.
Strong communications skills, both oral and written.
Excellent analytical, organizational and time management skills.
Medical Science & Computing is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected Veteran status.","Bethesda, MD",Computational Biologist / Bioinformatician,False
386,"Part-time, TemporaryApplication Deadline: Applications will be reviewed from 3 July 2018 onwards, open until filled.
Annual Research Budget: Up to $20,000.

Summary:
John G. Shedd Aquarium's Haerther Center for Conservation Research is recruiting a Research Biologist specializing in Urban Freshwater Conservation to join our team. Candidates should have both the desire and the experience to be a Principal Investigator, and to develop a research program and develop supporting projects and analyses. Preference will be given to candidates that specialize in urban conservation issues and whose projects can inform resource managers, and advance conservation and stewardship practices impacting the Great Lakes region.
This position is expected to support the Haerther Center's freshwater program goals through an independent research program focused on urban freshwater ecology. The position will be supported by of a budget of up to $20,000 per year and will report to the Director of Freshwater Research. Examples of research directions that align with our goals might include; 1) the ecological impacts of urbanization or urban attributes on native fish and mussels, 2) evaluating the efficacy of management/restoration efforts and how they may be adapted to better meet conservation objectives, or 3) supporting Federal, State, municipal, or local stakeholders efforts to mitigate or enhance urban aquatic environments.
A large proportion of job performance will be judged on the ability to manage an applied aquatic research program that adheres to the conservation priorities of the aquarium, and regularly publish results in peer-reviewed journals. This position also serves as an institutional resource for content and communications to advance appropriate science and conservation messages through the aquarium's many outreach channels.

Duties & Responsibilities:

Demonstrate commitment to Shedd's vision, mission and values.
Conduct robust, applied research that advances species and ecosystem conservation.
Publish high-quality, applied research in areas of institutional priority.
Develop and manage an independent research program and budget,
Successfully create and maintain formal and informal collaborations with external research groups and institutions needed to advance mutual conservation research goals.
Serve as a subject matter expert at the aquarium for issues related to urban freshwater conservation and research.
Participate on aquarium teams, committees (e.g. Research Committee, Strategic Planning Committees), and other workgroups.
Other duties as assigned.

Qualifications:Education:

A Ph.D. in Conservation Biology, Ecology, Zoology or related field.

Experience and Skills:

Familiarity with urban freshwater conservation issues relevant to the Great Lakes region.
Minimum of 3 years of experience developing and leading research projects.
A track record of oral and written communication skills to convey science to the news media and public in a compelling fashion.
Legal status for employment in the USA.
Excellent research and quantitative skills.
Demonstrated ability to publish in peer-reviewed disciplinary journals.
Excellent interpersonal skills with demonstrated ability to work effectively with a very diverse audience, including but not limited to aquarium staff and volunteers, visitors, members of the public, academic colleagues, donors and board members.
Experience and comfort speaking to the news media.
Experience writing grant proposals and successfully competing for public and/or private research funding.

Preferred Skills:

Ability to think creatively about links between conservation issues, places, and people.
Minimum 3 years of experience developing and leading research projects.
Experience working with conservation community as evidenced by participation in working groups, consultations, or advisory positions.
Experience successfully writing grant proposals for public or private research funding.
Experience working with policy and advocacy players.

Performance Expectations:

Build a leadership reputation with the broader research community through peer-reviewed publication, seminars, and conference presentations (1 – 2 of each per year).
Engage the public through a mixture of citizen science, volunteer conservation action, social media, social engagement, formal teaching, and interviews.
Engage the conservation community through participation in working groups, consultations, or advisory positions.
Successfully work with other divisions within the aquarium (Marketing, Communications, Development, Policy, and Advocacy).
Solicit funding opportunities and write grants to support research programs.

To Apply:

Please submit a curriculum vitae and a cover letter (maximum length 1000 words) summarizing your background, research experience, and research interests.
A brief synopsis of research ideas for an urban ecology research program addressing applied questions for the Great lakes region (maximum length 1000 words).
PDFs of two papers/manuscripts.
Names and contact information for three references.
Information on salary requirements must be included for the application to be considered complete.

To formally apply, please send all the above requested information to Human Resources by clicking the ‘Apply for this Job' button. If you have questions regarding the application, please email jobs@sheddaquarium.org.
To discuss the specifics of this position contact Dr. Andrew F. Casper (acasper@sheddaquarium.org).

About the Employer:
In the mid-1920's, John G. Shedd, a successful Chicago businessman, wanted to give back to the city in which he had risen from a stock boy to president of Marshall Field & Company, a leading department store chain. Because every great city in the United States and Europe had a fine aquarium, he decided that Chicago should have the biggest. The new Shedd combined the best of early 20th-century “age of aquariums” characteristics — a diverse, global animal collection surrounded by eye-popping architecture — with advances in animal care, environments, and interpretation.
A nonprofit organization dedicated to animal care and welfare, conservation research and public education, Shedd is known today as “The World's Aquarium.” Situated on the shore of Lake Michigan, Shedd is home to nearly 32,000 aquatic animals representing more than 1,500 species of fishes, reptiles, amphibians, invertebrates, birds and mammals from waters around the world.
A vital learning resource, scientific contributor and conservation champion, the Aquarium each year welcomes approximately 2 million guests including a quarter-million students from elementary and secondary schools. Shedd is one of the most-attended aquariums in the United States, and is the top-attended paid cultural institution in Chicago. It continues to be a popular family destination for tourists and a powerful source of economic activity for the city.
Of its annual visitors, approximately 40 percent reside in the greater Chicago area, another 48 percent come from the rest of the U.S., and 12 percent represent international visitors. Shedd runs an annual budget of $55 million, including a payroll of $19 million covering 268 full-time employees and 227 part-time and temporary employees. In 2014, Shedd's economic impact through employment, tourism and local spending exceeded $100 million.
Conservation Science and Research. The biologists and conservation scientists in Shedd's Daniel P. Haerther Center for Conservation and Research perform field work in both the Great Lakes and Caribbean regions. As responsible stewards of the animals in its care, Shedd is committed to conserving species and ecosystems through research that increases knowledge, informs policy, enhances livelihoods and inspires public visitors to become environmental champions.","Chicago, IL",Research Biologist â Urban Freshwater Conservation,False
387,"$20 an hourIs Diving your passion? Do you love to travel? How would you like to dive all over the world and get paid to do it? Aquatic Solutions is a commercial diving company located in Campbell California. We specialize in the construction, inspection, and maintenance of underwater structures in sensitive marine environments. Founded in 1991 by Marine Biologist and commercial diver, Drew Anderson, Aquatic Solutions has dedicated itself to the development of tools, techniques, and materials to carry out complex underwater projects, while addressing sensitive aquatic environments. We service clients throughout the world and are currently looking for individuals to join our team.Qualifications: High School Diploma or GEDValid driver’s licenseValid PassportCurrent diving physical (ADCI, IMCA, DCBC)Current commercial diving certificationJob requirements: Ability to speak, read, write, and understand EnglishAbility to follow written and verbal directionsAbility to work safely and identify possible safety issuesAbility to execute physical activity safely, including but not limited to long periods of standing, walking, crouching and heavy lifting of up to 75 pounds or more.Maintain a current commercial diver’s log bookBe able to understand and comply with all company and client safety standards.Set up a standard dive stationKnow how to properly dress in and undress a diver correctlyTend diversPerform daily, weekly and monthly routine maintenance of underwater life support equipmentLearn job-related material primarily through oral instruction and observation in an on-the-job training settingDetail orientedSan Jose, California based, or willing to relocate.Job Type: Full-timeSalary: $20.00 /hourExperience:Heavy Lifting: 2 years (Required)Education:High school (Preferred)License:Driver's License (Preferred)US Passport (Preferred)Language:English (Required)Work authorization:United States (Required)","Campbell, CA 95008",Commercial Diver,False
388,"ContractDuties: We are seeking a highly motivated individual to join the In Vitro Biology Group in (Waltham, MA) as a Scientist L1-2. The successful candidate will join a multidisciplinary research and development team dedicated to small molecule drug discovery; independently conduct in vitro studies and be responsible for development and validation of a variety of biochemical and cell-based assays, following by iteratively testing compound potencies and characteristics. The successful candidate is also expected to support HTS/MTS campaigns. As an active member of high value project teams, candidate will work collaboratively with medicinal chemists, biologists, DMPK scientists, etc., presenting his/her results at team meetings and participating in decision-making discussions. With an appropriate sense of urgency, the successful candidate will bring valuable experiences to address scientific questions, and is expected to be open-minded to learning new skills and new ways to streamline workflows and drive priorities.Skills: BS with over 5 years or MS with 2-3 years of professional experience in developing in vitro assays in the biotech/pharmaceutical environment, or equivalent.Experience with in MTS/HTS assay development and a strong background in cell biology, biochemistry and enzymology is required.Preferred Qualifications: Experience working on early-stage drug discovery project teams is highly desirable.Experience with assay validation is a plus.Strict attention to detail and excellent communication (oral & written) skills are required.The candidate must be motivated to excel in both individual and team environments.Education: BS with over 5 years or MS with 2-3 years of professional experience in developing in vitro assays in the biotech/pharmaceutical environment, or equivalent.Job Type: ContractEducation:Bachelor's (Required)","Waltham, MA",Scientist,False
