Well_ft,Tide_ft,Rain_ft
2.76,0.919,0.0
2.76,0.436,0.0
2.76,0.026000000000000002,0.0
2.76,-0.354,0.0
2.76,-0.6,0.0
2.76,-0.623,0.0
2.76,-0.364,0.0
2.76,0.023,0.0
2.76,0.436,0.0
2.76,0.8170000000000001,0.0
2.76,1.03,0.0
2.76,1.0859999999999999,0.0
2.76,0.879,0.0
2.76,0.43,0.0
2.76,0.055999999999999994,0.0
2.76,-0.318,0.0
2.76,-0.564,0.0
2.76,-0.627,0.0
2.76,-0.469,0.0
2.76,-0.10800000000000001,0.0
2.76,0.315,0.0
2.76,0.6659999999999999,0.0
2.76,1.03,0.0
2.76,1.2109999999999999,0.0
2.76,1.1520000000000001,0.0
2.76,0.774,0.0
2.76,0.302,0.0
2.76,-0.098,0.0
2.76,-0.469,0.0
2.76,-0.679,0.0
2.76,-0.61,0.0
2.76,-0.292,0.0
2.76,0.177,0.0
2.76,0.614,0.0
2.76,1.03,0.0
2.76,1.276,0.0
2.76,1.319,0.0
2.76,1.0270000000000001,0.0
2.76,0.581,0.0
2.76,0.18,0.0
2.76,-0.19,0.0
2.76,-0.423,0.0
2.76,-0.47600000000000003,0.0
2.76,-0.27899999999999997,0.0
2.76,0.125,0.0
2.76,0.502,0.0
2.76,0.922,0.0
2.76,1.26,0.0
2.76,1.381,0.0
2.76,1.165,0.0
2.76,0.6920000000000001,0.0
2.76,0.21,0.0
2.76,-0.24,0.0
2.76,-0.594,0.0
2.76,-0.7120000000000001,0.0
2.76,-0.5770000000000001,0.0
2.76,-0.184,0.0
2.76,0.289,0.0
2.76,0.725,0.0
2.76,1.109,0.0
2.76,1.3159999999999998,0.0
2.76,1.26,0.0
2.76,0.879,0.0
2.76,0.371,0.0
2.76,-0.026000000000000002,0.0
2.76,-0.41,0.0
2.76,-0.6629999999999999,0.0
2.76,-0.682,0.0
2.76,-0.449,0.0
2.76,-0.033,0.0
2.76,0.35100000000000003,0.0
2.76,0.7190000000000001,0.0
2.76,0.997,0.0
2.76,1.037,0.0
2.76,0.705,0.0
2.76,0.217,0.0
2.76,-0.266,0.0
2.76,-0.7190000000000001,0.0
2.76,-1.043,0.0
2.76,-1.138,0.0
2.76,-0.9059999999999999,0.0
2.76,-0.505,0.0
2.76,-0.055999999999999994,0.0
2.76,0.43,0.0
2.76,0.8370000000000001,0.0
2.76,1.063,0.0
2.76,1.001,0.0
2.76,0.594,0.0
2.76,0.085,0.0
2.76,-0.295,0.0
2.76,-0.643,0.0
2.76,-0.787,0.0
2.76,-0.6659999999999999,0.0
2.76,-0.325,0.0
2.76,0.11800000000000001,0.0
2.76,0.522,0.0
2.76,0.883,0.0
2.76,1.063,0.0
2.76,0.919,0.0
2.76,0.509,0.0
2.76,-0.02,0.0
2.73,-0.502,0.0
2.73,-0.925,0.0
2.73,-1.165,0.0
2.73,-1.161,0.0
2.73,-0.879,0.0
2.73,-0.433,0.0
2.73,0.016,0.0
2.73,0.469,0.0
2.73,0.8270000000000001,0.0
2.73,0.9420000000000001,0.0
2.73,0.745,0.0
2.73,0.233,0.0
2.73,-0.217,0.0
2.72,-0.614,0.0
2.72,-0.912,0.0
2.72,-1.024,0.0
2.72,-0.797,0.0
2.72,-0.371,0.0
2.69,0.085,0.0
2.69,0.489,0.0
2.69,0.807,0.0
2.68,0.9279999999999999,0.0
2.68,0.7020000000000001,0.0
2.68,0.23,0.0
2.68,-0.289,0.0
2.68,-0.738,0.0
2.68,-1.115,0.0
2.68,-1.26,0.0
2.68,-1.145,0.0
2.68,-0.738,0.0
2.68,-0.249,0.0
2.68,0.233,0.0
2.68,0.6459999999999999,0.0
2.68,0.912,0.0
2.68,0.909,0.0
2.68,0.522,0.0
2.68,0.013000000000000001,0.0
2.68,-0.413,0.0
2.68,-0.797,0.0
2.68,-1.02,0.0
2.68,-0.9840000000000001,0.0
2.68,-0.732,0.0
2.68,-0.305,0.0
2.68,0.085,0.0
2.63,0.44299999999999995,0.0
2.63,0.682,0.0
2.63,0.6559999999999999,0.0
2.62,0.243,0.0
2.62,-0.262,0.0
2.62,-0.722,0.0
2.62,-1.161,0.0
2.62,-1.45,0.0
2.62,-1.4569999999999999,0.0
2.62,-1.1520000000000001,0.0
2.62,-0.722,0.0
2.62,-0.256,0.0
2.62,0.19399999999999998,0.0
2.62,0.5579999999999999,0.0
2.62,0.738,0.0
2.62,0.617,0.0
2.62,0.174,0.0
2.62,-0.305,0.0
2.62,-0.682,0.0
2.62,-1.004,0.0
2.62,-1.122,0.0
2.62,-0.965,0.0
2.62,-0.6,0.0
2.62,-0.154,0.0
